Subject_ID,Sessions,P1_date,P1_preshaking_start,P1_preshaking_end,P1_baseline_start,P1_baseline_end,P1_drivnig_start,P1_destination_SigStop,P1_destination_restart,P1_driving_end,P2_postshaking_start,P2_postshaking_end,P2_date,P2_preshaking_start,P2_preshaking_end,P2_baseline_start,P2_baseline_end,P2_drivnig_start,P2_destination_SigStop,P2_destination_restart,P2_driving_end,P2_postshaking_start,P2_postshaking_end
26,Both,03/03/2014,11:21:00,11:21:20,11:30:00,11:31:00,11:32:18,None,None,12:20:32,None,None,03/03/2014,None,None,12:33:30,12:34:30,12:35:52,12:52:28,12:52:58,13:11:52,13:24:20,13:24:40
