GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(캜),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(?,GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(캜),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Mar 03 13:05:20 EST 2014,03-Mar-2014 13:05:20.792,-79.95290397,40.45332869,15.25,7.0,261.0,154.9,-11.11,-0.33,-1.37,0.16,0.14,-0.03,-1.13,-0.24,36.18,-,993.23,-889.9,-,89,26.27,-110.76,1575.75,5.68,0.64,0.01,1.49,261,3.91,-,7,1.56,154.9,0.9,-,7.91,-1,-,-,57.96,1589.04,-,-,12.55,7.97,35.46,-,5572,4027,1546.08,54,-,-,-,-,317.62,-,-,-,17.65
Mon Mar 03 13:05:22 EST 2014,03-Mar-2014 13:05:22.768,-79.95277948,40.45307254,14.75,7.0,259.0,155.2,-9.77,-0.33,0.04,0.02,0,-0.02,-1,-0.14,36.18,-,993.38,-889.92,-,89,26.27,-110.77,1554.5,5.68,0.61,0.01,1.49,259,3.91,-,7,1.56,155.2,1,-,7.58,-2,-,-,57.99,1589.07,-,-,12.55,7.97,35.46,-,5574,4028.97,1546.08,53,-,-,-,-,317.25,-,-,-,17.65
Mon Mar 03 13:05:24 EST 2014,03-Mar-2014 13:05:24.771,-79.95262592,40.45284243,14.0,6.0,260.0,153.9,-10.13,-0.32,0.39,0.05,0.03,-0.03,-1.03,-0.06,36.19,-,993.43,-889.95,-,89,26.27,-110.77,1536.5,5.68,0.62,0.01,1.49,260,3.91,-,6,2.34,153.9,2.1,-,7.69,-2,-,-,58.02,1589.1,-,-,12.55,7.97,35.46,-,5576,4030.97,1546.08,51,-,-,-,-,316.9,-,-,-,17.65
Mon Mar 03 13:05:26 EST 2014,03-Mar-2014 13:05:26.773,-79.95249539,40.45260273,13.5,6.0,262.0,155.5,-9.17,-0.3,-0.35,-0.04,-0.02,0.02,-0.98,-0.13,36.19,-,993.52,-889.97,-,89,26.67,-110.77,1483.5,5.68,0.61,0.01,1.49,262,3.12,-,6,1.56,155.5,4.5,-,7.53,-2,-,-,58.05,1589.13,-,-,12.55,7.97,35.46,-,5578,4033,1546.08,45,-,-,-,-,316.55,-,-,-,17.65
Mon Mar 03 13:05:28 EST 2014,03-Mar-2014 13:05:28.755,-79.95239306,40.45243249,11.5,6.0,261.0,155.4,-8.74,0.22,1.1,-0.08,-0,-0.04,-1,-0.06,36.19,-,993.51,-889.99,-,89,27.84,-110.77,1336,5.69,0.56,0.01,1.49,261,3.12,-,6,2.34,155.4,1.3,-,6.92,-2,-,-,58.07,1589.15,-,-,12.55,7.97,35.46,-,5580,4034.93,1546.08,41,-,-,-,-,316.22,-,-,-,17.65
Mon Mar 03 13:05:30 EST 2014,03-Mar-2014 13:05:30.681,-79.9522688,40.4522614,10.0,5.0,260.0,153.0,-9.51,-0.48,0.73,-0.01,-0.03,-0.05,-0.97,-0.03,36.19,-,993.53,-890.02,-,89,29.41,-110.78,1236.25,5.69,0.55,0.01,1.49,260,7.03,-,5,-0.78,153,3.5,-,6.86,-2,-,-,58.09,1589.17,-,-,12.55,7.97,35.46,-,5582,4036.9,1546.08,37,-,-,-,-,315.91,-,-,-,17.65
Mon Mar 03 13:05:32 EST 2014,03-Mar-2014 13:05:32.699,-79.95218259,40.45212455,7.75,4.0,260.0,157.0,-9.71,-1.77,1.1,0.03,-0.07,-0.01,-0.93,0.01,36.19,-,993.58,-890.03,-,89,29.8,-110.78,985.75,5.69,0.45,0.01,1.49,260,5.47,-,4,-3.91,157,3.5,-,5.59,-1,-,-,58.11,1589.19,-,-,12.55,7.97,35.46,-,5584,4038.84,1546.08,28,-,-,-,-,315.57,-,-,-,17.65
Mon Mar 03 13:05:34 EST 2014,03-Mar-2014 13:05:34.699,-79.9521245,40.45204786,4.0,5.0,259.0,153.7,-10.1,-0.19,1.55,0.06,0.04,0.01,-1.03,0.02,36.19,-,993.64,-890.05,-,89,36.47,-110.78,748.75,5.69,0.34,0.01,1.49,259,6.25,-,5,-0.78,153.7,0.7,-,4.26,-2,-,-,58.12,1589.2,-,-,12.55,7.97,35.46,-,5586,4040.84,1546.08,20,-,-,-,-,315.23,-,-,-,17.65
Mon Mar 03 13:05:36 EST 2014,03-Mar-2014 13:05:36.700,-79.95210353,40.452003,1.25,4.0,258.0,153.2,-9.92,0.13,-0.18,0.03,-0.06,0.01,-0.94,-0.1,36.17,-,993.53,-890.07,-,90,37.25,-110.78,703.25,5.69,0.37,0.01,1.49,258,6.25,-,4,-1.56,153.2,3.8,-,4.59,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5588,4042.84,1546.08,7,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:38 EST 2014,03-Mar-2014 13:05:38.680,-79.95210396,40.45199331,0.0,4.0,257.0,0.0,-9.71,-0.05,-0.84,0.01,-0.02,0.02,-0.98,-0.16,36.16,-,993.54,-890.08,-,90,36.08,-110.78,738.5,5.69,0.34,0.01,1.49,257,6.25,-,4,-0.78,0,0.9,-,4.26,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5590,4043.8,1547.14,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:40 EST 2014,03-Mar-2014 13:05:40.685,-79.95210488,40.45200044,0.0,3.0,256.0,0.0,-9.88,-0.1,-0.7,0.03,0.01,-0.01,-1.01,-0.17,36.15,-,993.55,-890.08,-,90,36.47,-110.78,708,5.69,0.33,0.01,1.49,256,6.25,-,3,1.56,0,0,-,4.15,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5592,4043.8,1549.14,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:42 EST 2014,03-Mar-2014 13:05:42.678,-79.95210783,40.45200507,0.0,3.0,256.0,0.0,-9.77,0.03,-0.66,0.02,0.01,-0,-1,-0.18,36.14,-,993.59,-890.09,-,90,35.69,-110.78,703,5.69,0.33,0.01,1.49,256,6.25,-,3,-1.56,0,0,-,4.15,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5594,4043.8,1551.12,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:44 EST 2014,03-Mar-2014 13:05:44.671,-79.95210207,40.45200471,0.0,4.0,257.0,0.0,-9.43,0.2,-0.66,-0.02,-0.01,0,-0.98,-0.16,36.12,-,993.57,-890.1,-,91,35.69,-110.79,717,5.69,0.33,0.01,1.49,257,6.25,-,4,-2.34,0,0,-,4.15,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5596,4043.8,1553.14,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:46 EST 2014,03-Mar-2014 13:05:46.669,-79.95209176,40.45200089,0.0,4.0,258.0,0.0,-9.39,0.19,-0.49,-0.02,-0.03,0.01,-0.97,-0.16,36.11,-,993.53,-890.11,-,91,35.69,-110.79,705.25,5.69,0.32,0.01,1.49,258,7.03,-,4,-2.34,0,0,-,4.04,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5598,4043.8,1555.13,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:48 EST 2014,03-Mar-2014 13:05:48.648,-79.95208461,40.45200079,0.0,4.0,259.0,0.0,-9.57,0.01,-0.75,-0,-0.04,0.02,-0.96,-0.16,36.1,-,993.55,-890.12,-,91,35.69,-110.79,709.25,5.69,0.32,0.01,1.49,259,6.25,-,4,1.56,0,0,-,3.98,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5600,4043.8,1557.09,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:50 EST 2014,03-Mar-2014 13:05:50.601,-79.95208513,40.45200157,0.0,4.0,259.0,0.0,-9.47,0.21,-0.67,-0,0,-0,-1,-0.17,36.09,-,993.61,-890.13,-,91,36.08,-110.79,703.5,5.69,0.32,0.01,1.49,259,6.25,-,4,0,0,0,-,4.04,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5602,4043.8,1559.11,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:52 EST 2014,03-Mar-2014 13:05:52.563,-79.95208543,40.45200163,0.0,4.0,259.0,0.0,-9.71,-0.01,-0.82,0.01,0.02,-0.01,-1.02,-0.18,36.07,-,993.52,-890.14,-,91,35.69,-110.79,711,5.69,0.32,0.01,1.49,259,6.25,-,4,-1.56,0,0,-,4.04,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5604,4043.8,1561.11,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:54 EST 2014,03-Mar-2014 13:05:54.630,-79.95208552,40.45200167,0.0,3.0,259.0,0.0,-9.57,0.08,-0.61,-0,0.01,-0.01,-1.01,-0.17,36.06,-,993.58,-890.15,-,91,35.29,-110.79,700.25,5.7,0.32,0.01,1.49,259,6.25,-,3,-2.34,0,0,-,3.98,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5606,4043.8,1563.1,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:56 EST 2014,03-Mar-2014 13:05:56.612,-79.95208554,40.45200162,0.0,3.0,259.0,0.0,-9.36,0.13,-0.66,-0.02,0.01,-0,-1,-0.17,36.05,-,993.52,-890.16,-,91,35.69,-110.79,703,5.7,0.32,0.01,1.49,259,6.25,-,3,0.78,0,0,-,3.93,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5608,4043.8,1565.09,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:05:58 EST 2014,03-Mar-2014 13:05:58.824,-79.95208543,40.45200157,0.0,3.0,259.0,0.0,-9.14,0.25,-0.66,-0.05,0.01,0.01,-1,-0.18,36.03,-,993.58,-890.17,-,91,35.69,-110.8,706,5.7,0.32,0.01,1.49,259,6.25,-,3,0.78,0,0,-,4.04,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5610,4043.8,1567.18,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:00 EST 2014,03-Mar-2014 13:06:00.800,-79.95208532,40.45200157,0.0,3.0,259.0,0.0,-10.09,-0.08,-0.79,0.05,0.03,-0.01,-1.03,-0.18,36.02,-,993.59,-890.18,-,91,36.47,-110.8,693.25,5.7,0.31,0.01,1.49,259,6.25,-,3,0,0,0,-,3.87,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5612,4043.8,1569.33,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:02 EST 2014,03-Mar-2014 13:06:02.819,-79.95208535,40.45200163,0.0,3.0,259.0,0.0,-9.87,-0,-0.71,0.03,-0.03,0.01,-0.97,-0.17,36.01,-,993.58,-890.19,-,91,36.08,-110.8,693.75,5.7,0.32,0.01,1.49,259,6.25,-,3,-2.34,0,0,-,3.98,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5614,4043.8,1571.23,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:04 EST 2014,03-Mar-2014 13:06:04.816,-79.9520854,40.45200168,0.0,3.0,259.0,0.0,-9.21,0.25,-0.38,-0.04,-0.04,0.02,-0.96,-0.17,36,-,993.55,-890.2,-,91,36.08,-110.8,713.25,5.7,0.32,0.01,1.49,259,6.25,-,3,0.78,0,0,-,3.98,-3,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5616,4043.8,1573.25,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:06 EST 2014,03-Mar-2014 13:06:06.808,-79.95208549,40.45200171,0.0,3.0,259.0,0.0,-9.56,0.02,-0.77,-0,-0.02,0,-0.97,-0.18,35.98,-,993.56,-890.21,-,91,36.08,-110.8,702.5,5.7,0.32,0.01,1.49,259,6.25,-,3,0.78,0,0,-,4.04,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5618,4043.8,1575.27,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:08 EST 2014,03-Mar-2014 13:06:08.785,-79.95208571,40.45200177,0.0,3.0,259.0,0.0,-9.81,0.07,-0.69,0.02,-0.01,-0,-0.98,-0.17,35.97,-,993.53,-890.22,-,90,36.47,-110.8,686.5,5.7,0.32,0.01,1.49,259,6.25,-,3,-3.12,0,0,-,3.93,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5620,4043.8,1577.26,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:10 EST 2014,03-Mar-2014 13:06:10.754,-79.95208589,40.45200171,0.0,4.0,259.0,0.0,-9.79,0,-0.74,0.02,-0.02,0.01,-0.98,-0.16,35.96,-,993.55,-890.23,-,90,36.08,-110.8,687.5,5.7,0.32,0.01,1.49,259,6.25,-,4,0.78,0,0,-,3.98,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5622,4043.8,1579.2,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:12 EST 2014,03-Mar-2014 13:06:12.755,-79.95208607,40.45200157,0.0,5.0,259.0,0.0,-9.42,-0.03,-0.82,-0.02,-0.01,0,-0.98,-0.17,35.95,-,993.54,-890.23,-,90,36.47,-110.8,704.25,5.7,0.32,0.01,1.49,259,6.25,-,5,0,0,0,-,3.98,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5624,4043.8,1581.2,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:14 EST 2014,03-Mar-2014 13:06:14.768,-79.95208613,40.45200157,0.0,4.0,259.0,0.0,-9.42,0.26,-0.51,-0.02,-0.01,0,-0.98,-0.18,35.93,-,993.54,-890.24,-,90,36.47,-110.81,700.25,5.7,0.33,0.01,1.49,259,6.25,-,4,-0.78,0,0,-,4.15,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5626,4043.8,1583.23,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:16 EST 2014,03-Mar-2014 13:06:16.818,-79.95208626,40.45200164,0.0,3.0,259.0,0.0,-9.35,0.23,-0.52,-0.03,0.02,-0.01,-1.01,-0.18,35.92,-,993.55,-890.26,-,90,36.47,-110.81,703.25,5.7,0.33,0.01,1.49,259,6.25,-,3,-3.12,0,0,-,4.15,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5628,4043.8,1585.24,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:18 EST 2014,03-Mar-2014 13:06:18.848,-79.95208623,40.45200172,0.0,3.0,259.0,0.0,-9.36,0.21,-0.5,-0.02,-0.02,0.02,-0.98,-0.16,35.91,-,993.54,-890.26,-,90,36.47,-110.81,700,5.7,0.32,0.01,1.49,259,6.25,-,3,-1.56,0,0,-,3.98,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5630,4043.8,1587.25,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:20 EST 2014,03-Mar-2014 13:06:20.851,-79.9520863,40.45200182,0.0,3.0,259.0,0.0,-9.93,-0.01,-0.77,0.03,-0.03,0.01,-0.97,-0.17,35.9,-,993.56,-890.28,-,90,36.47,-110.81,699,5.7,0.33,0.01,1.49,259,6.25,-,3,0.78,0,0,-,4.09,-2,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5632,4043.8,1589.3,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:22 EST 2014,03-Mar-2014 13:06:22.839,-79.9520862,40.4520019,0.0,3.0,259.0,0.0,-9.54,0.15,-0.57,-0.01,-0.03,0.02,-0.97,-0.16,35.88,-,993.57,-890.29,-,90,36.47,-110.81,708,5.71,0.33,0.01,1.49,259,6.25,-,3,0,0,0,-,4.15,-1,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5634,4043.8,1591.3,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:24 EST 2014,03-Mar-2014 13:06:24.859,-79.95208619,40.45200195,0.0,4.0,259.0,0.0,-9.4,0.16,-0.65,-0.02,-0.04,0.03,-0.96,-0.16,35.87,-,993.57,-890.29,-,89,36.86,-110.81,702.5,5.71,0.32,0.01,1.49,259,6.25,-,4,-0.78,0,0,-,4.04,-1,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5636,4043.8,1593.31,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:26 EST 2014,03-Mar-2014 13:06:26.873,-79.95208622,40.452002,0.0,4.0,259.0,0.0,-9.39,0.11,-0.73,-0.01,-0.02,-0,-0.98,-0.15,35.86,-,993.6,-890.3,-,89,36.86,-110.81,696,5.71,0.32,0.01,1.49,259,6.25,-,4,-3.91,0,0,-,4.04,-1,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5638,4043.8,1595.33,0,-,-,-,-,315.05,-,-,-,17.65
Mon Mar 03 13:06:28 EST 2014,03-Mar-2014 13:06:28.885,-79.95208622,40.45200203,0.0,4.0,259.0,0.0,-9.38,-0.03,-2.44,0.01,0.02,-0,-0.99,-0.35,35.85,-,993.53,-890.32,-,89,36.86,-110.81,705.75,5.71,0.33,0.01,1.49,259,7.81,-,4,-3.12,0,0,-,4.15,-1,-,-,58.13,1589.21,-,-,12.55,7.97,35.46,-,5640,4043.8,1597.33,0,-,-,-,-,315.05,-,-,-,22.75
Mon Mar 03 13:06:30 EST 2014,03-Mar-2014 13:06:30.929,-79.95208295,40.45199481,1.5,4.0,259.0,160.9,-9.94,0.4,-2.53,0.07,0.01,-0.02,-0.97,-0.37,35.83,-,993.58,-890.34,-,89,65.49,-110.82,1174.5,5.71,0.86,0.01,1.5,259,0,-,4,0,160.9,6,-,10.74,-1,-,-,58.13,1589.21,1.9,2.55,12.55,7.97,35.46,15.43,5642,4044.96,1598.21,6,-,-,-,-,315.05,-,-,-,27.06
Mon Mar 03 13:06:32 EST 2014,03-Mar-2014 13:06:32.971,-79.95204161,40.45192098,5.0,4.0,259.0,156.0,-12.46,-0.18,-3.24,0.33,-0.14,0.01,-0.81,-0.37,35.83,-,993.59,-890.4,-,89,53.73,-110.83,1867,5.71,1.78,0.03,1.5,259,-0.78,-,4,1.56,156,6.1,-,22.09,0,-,-,58.14,1589.22,8.57,11.5,12.55,7.97,35.46,43.85,5644,4046.99,1598.21,16,-,-,-,-,315.05,-,-,-,23.14
Mon Mar 03 13:06:34 EST 2014,03-Mar-2014 13:06:34.969,-79.95197194,40.4518208,6.75,4.0,257.0,153.2,-8.94,-0.47,-0.35,-0.07,0.1,0.03,-1.09,-0.26,35.82,-,993.63,-890.44,-,89,54.51,-110.83,1653.75,5.72,1.52,0.03,1.5,257,0.78,-,4,-3.91,153.2,2.4,-,18.88,1,-,-,58.15,1589.23,10.34,13.87,12.55,7.97,35.46,59.7,5646,4049,1598.21,24,-,-,-,-,316.7,-,-,-,23.92
Mon Mar 03 13:06:36 EST 2014,03-Mar-2014 13:06:36.960,-79.95189152,40.45169682,8.25,4.0,256.0,153.8,-9.51,0.16,-0.74,-0.01,-0.03,0.02,-0.97,-0.18,35.82,-,993.71,-890.47,-,89,37.65,-110.84,1587.25,5.72,1.34,0.02,1.5,256,3.12,-,4,0.78,153.8,3.9,-,16.72,1,-,-,58.16,1589.24,9.64,12.93,12.55,7.97,35.46,58,5648,4051.02,1598.21,30,-,-,-,-,317.41,-,-,-,17.65
Mon Mar 03 13:06:38 EST 2014,03-Mar-2014 13:06:39.069,-79.95179939,40.45154625,9.25,5.0,256.0,157.1,-8.52,1.81,-0.77,-0.09,0.34,-0.29,-1.24,-0.51,35.82,-,993.73,-890.48,-,89,28.63,-110.84,1222.25,5.72,0.58,0.01,1.5,256,5.47,-,5,-2.34,157.1,1.5,-,7.25,1,-,-,58.18,1589.26,5.29,7.1,12.55,7.97,35.46,41.36,5650,4053.05,1598.21,33,-,-,-,-,317.24,-,-,-,17.65
Mon Mar 03 13:06:40 EST 2014,03-Mar-2014 13:06:41.133,-79.95169616,40.45136544,9.5,5.0,256.0,155.3,-9.32,-0.6,-0.43,-0.03,-0.07,-0.06,-0.95,-0.14,35.82,-,993.82,-890.5,-,89,28.24,-110.84,1166.5,5.72,0.45,0.01,1.5,256,4.69,-,5,3.12,155.3,0.1,-,5.64,1,-,-,58.2,1589.28,3.59,4.82,12.55,7.97,35.46,29.41,5652,4055.15,1598.21,35,-,-,-,-,316.94,-,-,-,17.65
Mon Mar 03 13:06:42 EST 2014,03-Mar-2014 13:06:43.123,-79.95161751,40.45118108,10.25,4.0,255.0,155.8,-9.04,-0.42,-0.27,-0.06,-0.01,-0.03,-0.99,-0.13,35.82,-,993.93,-890.52,-,89,27.06,-110.84,1218.25,5.72,0.46,0.01,1.5,255,4.69,-,4,0.78,155.8,1,-,5.7,1,-,-,58.22,1589.3,3.91,5.24,12.55,7.97,35.46,30.61,5655,4057.18,1598.21,37,-,-,-,-,316.62,-,-,-,17.65
Mon Mar 03 13:06:44 EST 2014,03-Mar-2014 13:06:45.153,-79.95150288,40.45099562,11.5,4.0,256.0,155.7,-11,-0.78,-0.95,0.15,-0.17,0.02,-0.83,-0.09,35.82,-,994.1,-890.53,-,89,27.06,-110.84,1281.5,5.72,0.48,0.01,1.5,256,3.91,-,4,-3.91,155.7,0.6,-,6.03,1,-,-,58.24,1589.32,4.22,5.66,12.55,7.97,35.46,31.42,5656,4059.17,1598.21,39,-,-,-,-,316.3,-,-,-,17.65
Mon Mar 03 13:06:46 EST 2014,03-Mar-2014 13:06:47.143,-79.95138189,40.45080649,11.25,7.0,256.0,156.8,-9.47,-1.01,-0.69,-0.01,-0.04,0.01,-0.96,-0.1,35.82,-,994.12,-890.55,-,90,27.06,-110.85,1289.25,5.72,0.51,0.01,1.5,256,3.91,-,7,-2.34,156.8,1.4,-,6.31,1,-,-,58.26,1589.34,2.16,2.9,12.55,7.97,35.46,16.02,5659,4061.18,1598.21,40,-,-,-,-,315.98,-,-,-,17.65
Mon Mar 03 13:06:48 EST 2014,03-Mar-2014 13:06:49.175,-79.95127017,40.45064006,10.75,7.0,254.0,154.9,-9.84,-0.24,-0.3,0.02,-0.1,-0.03,-0.9,-0.12,35.82,-,994.03,-890.57,-,90,27.45,-110.85,1284.25,5.73,0.5,0.01,1.5,254,3.91,-,7,0,154.9,1.5,-,6.2,1,-,-,58.28,1589.37,2.16,2.9,12.55,7.97,35.46,16.02,5660,4063.17,1598.21,39,-,-,-,-,315.65,-,-,-,17.65
Mon Mar 03 13:06:50 EST 2014,03-Mar-2014 13:06:51.229,-79.95115005,40.45044854,11.25,10.0,254.0,154.1,-9.38,0.26,-0.14,-0.02,0,0.02,-1,-0.09,35.82,-,994.04,-890.59,-,90,27.45,-110.85,1226.25,5.73,0.49,0.01,1.5,254,5.47,-,10,-3.12,154.1,1.7,-,6.14,1,-,-,58.31,1589.39,-,-,12.55,7.97,35.46,-,5663,4065.22,1598.21,37,-,-,-,-,315.32,-,-,-,17.65
Mon Mar 03 13:06:52 EST 2014,03-Mar-2014 13:06:53.248,-79.95107531,40.45024667,10.0,10.0,258.0,163.4,-10.35,-1.02,0.24,0.08,0.03,-0.09,-1.03,-0.05,35.82,-,994.1,-890.61,-,91,29.02,-110.85,1137.25,5.73,0.48,0.01,1.5,258,6.25,-,10,0.78,163.4,6.5,-,5.98,1,-,-,58.33,1589.41,-,-,12.55,7.97,35.46,-,5665,4067.26,1598.21,34,-,-,-,-,315.01,-,-,-,17.65
Mon Mar 03 13:06:54 EST 2014,03-Mar-2014 13:06:55.293,-79.950998,40.45011313,8.5,10.0,260.0,158.5,-9.33,-0.79,0.99,-0.02,-0.06,-0.06,-0.94,-0.02,35.82,-,994.11,-890.63,-,91,30.2,-110.85,990.25,5.73,0.42,0.01,1.5,260,5.47,-,10,0.78,158.5,6.2,-,5.2,1,-,-,58.34,1589.42,-,-,12.55,7.97,35.46,-,5667,4069.34,1598.21,28,-,-,-,-,314.67,-,-,-,17.65
Mon Mar 03 13:06:56 EST 2014,03-Mar-2014 13:06:57.293,-79.9509599,40.45002651,6.5,10.0,255.0,157.6,-9.52,-0.48,0.27,-0.01,-0.02,-0.02,-0.98,-0.07,35.82,-,994.14,-890.65,-,91,34.9,-110.86,753,5.73,0.34,0.01,1.5,255,6.25,-,10,0.78,157.6,7.2,-,4.26,1,-,-,58.36,1589.44,-,-,12.55,7.97,35.46,-,5669,4071.34,1598.21,18,-,-,-,-,314.34,-,-,-,17.65
Mon Mar 03 13:06:58 EST 2014,03-Mar-2014 13:06:59.331,-79.95092937,40.44999641,2.0,10.0,255.0,149.4,-9.74,-0.39,0.02,0.01,-0.03,-0.07,-0.96,-0.08,35.81,-,994.12,-890.66,-,92,37.25,-110.86,704.25,5.73,0.32,0.01,1.5,255,6.25,-,10,0.78,149.4,4.4,-,4.04,1,-,-,58.36,1589.45,-,-,12.55,7.97,35.46,-,5671,4073.33,1598.21,10,-,-,-,-,314.14,-,-,-,17.65
Mon Mar 03 13:07:00 EST 2014,03-Mar-2014 13:07:01.285,-79.95088889,40.45000409,0.25,10.0,255.0,175.5,-9.15,-0.36,-0.04,-0.05,0.01,-0.05,-1.01,-0.12,35.79,-,994.14,-890.67,-,92,35.29,-110.86,731.75,5.73,0.32,0.01,1.5,255,6.25,-,10,-0.78,175.5,4.5,-,3.98,1,-,-,58.36,1589.45,-,-,12.55,7.97,35.46,-,5673,4074.18,1599.38,0,-,-,-,-,314.14,-,-,-,17.65
Mon Mar 03 13:07:02 EST 2014,03-Mar-2014 13:07:03.279,-79.95086393,40.4500142,0.0,10.0,255.0,0.0,-9.46,-0.46,-0.36,-0.01,-0,-0.06,-0.99,-0.17,35.78,-,994.12,-890.68,-,92,35.69,-110.86,709.5,5.73,0.31,0.01,1.5,255,6.25,-,10,-3.12,0,0.9,-,3.87,1,-,-,58.36,1589.45,-,-,12.55,7.97,35.46,-,5675,4074.18,1601.32,0,-,-,-,-,314.14,-,-,-,17.65
