Timestamp,HR,BR,Temp,Posture,Activity,Acceleration,Battery,BRAmplitude,ECGAmplitude,ECGNoise,XMin,XPeak,YMin,YPeak,ZMin,ZPeak
01/11/2013 11:25:54.444,87,10.0,22.4,-71,0.78,1.11,4.184,0.000,0.000577,0.000057,-0.50,-0.24,-0.60,-0.08,0.26,1.29
01/11/2013 11:25:55.444,109,10.0,22.4,-70,0.52,1.51,4.169,0.000,0.004043,0.000144,-1.37,-0.08,-0.70,0.01,0.52,2.01
01/11/2013 11:25:56.444,119,10.0,22.4,-78,0.47,3.11,4.156,0.000,0.004043,0.000231,-0.85,0.83,-0.80,0.62,-0.24,6.32
01/11/2013 11:25:57.444,124,10.0,22.4,-79,0.11,0.15,4.145,0.000,0.007263,0.000173,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:25:58.444,126,10.0,22.4,-79,0.06,0.07,4.136,0.000,0.007263,0.000144,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:25:59.444,127,10.0,22.4,-79,0.04,0.06,4.126,0.003,0.000245,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:00.444,127,10.0,22.4,-79,0.02,0.03,4.120,0.010,0.000245,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:01.444,129,10.0,22.4,-80,0.02,0.03,4.114,0.011,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:02.444,131,10.0,22.4,-80,0.01,0.05,4.109,0.010,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:03.444,132,10.0,22.4,-80,0.01,0.03,4.105,0.009,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:04.444,132,10.0,22.4,-80,0.01,0.03,4.101,0.007,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:05.444,132,10.0,22.4,-80,0.01,0.03,4.098,0.006,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:06.444,133,10.0,22.4,-80,0.01,0.03,4.095,0.005,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:07.444,134,10.0,22.4,-79,0.01,0.03,4.093,0.004,0.000216,0.000115,-0.24,-0.14,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:08.444,134,10.0,22.4,-79,0.01,0.03,4.091,0.004,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:09.444,134,10.0,22.4,-79,0.01,0.02,4.089,0.003,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:10.444,135,10.0,22.4,-79,0.01,0.02,4.087,0.003,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:11.444,135,10.0,22.4,-79,0.01,0.03,4.086,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:12.444,136,10.0,22.4,-79,0.01,0.02,4.085,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:13.444,137,10.0,22.4,-79,0.01,0.02,4.084,0.002,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:14.444,138,10.0,22.4,-79,0.01,0.02,4.083,0.001,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:15.444,138,10.0,22.4,-79,0.01,0.02,4.082,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:16.444,138,10.0,22.4,-79,0.01,0.03,4.081,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:17.444,139,10.0,22.4,-79,0.01,0.03,4.080,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:18.444,140,10.0,22.4,-79,0.01,0.02,4.079,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:19.444,142,10.0,22.4,-79,0.01,0.02,4.079,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:20.444,143,10.0,22.4,-79,0.01,0.03,4.079,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:21.444,144,10.0,22.4,-79,0.01,0.03,4.079,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:22.444,145,10.0,22.4,-79,0.01,0.03,4.079,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:23.444,146,10.0,22.4,-79,0.01,0.03,4.079,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:24.444,147,10.0,22.4,-79,0.01,0.02,4.079,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:25.444,148,10.0,22.4,-79,0.01,0.02,4.079,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:26.444,149,10.0,22.4,-79,0.01,0.03,4.079,0.000,0.000202,0.000101,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:27.444,151,10.0,22.4,-79,0.01,0.02,4.079,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:28.444,153,10.0,22.4,-79,0.01,0.02,4.079,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:29.444,154,9.7,22.4,-79,0.01,0.02,4.079,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:30.444,156,9.0,22.4,-79,0.01,0.02,4.079,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:31.444,156,8.4,22.4,-79,0.01,0.02,4.076,0.000,0.000259,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:32.444,157,7.7,22.4,-79,0.01,0.02,4.076,0.000,0.000259,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:33.444,160,7.0,22.4,-79,0.01,0.02,4.076,0.000,0.000274,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:34.444,161,6.4,22.4,-79,0.01,0.02,4.076,0.000,0.000274,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:35.444,161,5.7,22.4,-79,0.01,0.02,4.076,0.000,0.000259,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:36.444,161,5.1,22.4,-79,0.01,0.02,4.076,0.000,0.000259,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:37.444,161,4.4,22.4,-79,0.01,0.02,4.075,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:38.444,161,3.7,22.4,-79,0.01,0.02,4.074,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:39.444,160,3.0,22.4,-79,0.01,0.03,4.074,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:40.444,165,2.3,22.4,-79,0.01,0.03,4.074,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:41.444,170,1.7,22.4,-79,0.01,0.02,4.074,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:42.444,174,1.0,22.4,-79,0.01,0.03,4.074,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:43.444,178,0.3,22.4,-79,0.01,0.03,4.073,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:44.444,180,0.0,22.4,-79,0.01,0.02,4.073,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:45.444,183,0.0,22.4,-79,0.01,0.03,4.073,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:46.444,183,0.0,22.4,-79,0.01,0.02,4.073,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:47.444,183,0.0,22.4,-79,0.01,0.03,4.073,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:48.444,184,0.0,22.4,-79,0.01,0.03,4.073,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:49.444,186,0.0,22.4,-79,0.01,0.03,4.073,0.000,0.000231,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:50.444,187,0.0,22.4,-79,0.01,0.02,4.073,0.000,0.000231,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:51.444,189,0.0,22.4,-79,0.01,0.02,4.073,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:52.444,189,0.0,22.4,-79,0.01,0.02,4.073,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:53.444,189,0.0,19.3,-79,0.01,0.03,4.073,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:54.444,188,10.0,19.3,-79,0.01,0.02,4.073,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:55.444,188,10.0,19.3,-79,0.01,0.02,4.073,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:56.444,188,10.0,19.3,-79,0.01,0.03,4.073,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:57.444,189,10.0,19.3,-79,0.01,0.02,4.073,0.002,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:58.444,189,10.0,19.3,-79,0.01,0.02,4.073,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:26:59.444,188,10.0,19.3,-79,0.01,0.03,4.073,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:00.444,191,10.0,19.3,-79,0.01,0.02,4.073,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:01.444,195,10.0,19.3,-79,0.01,0.03,4.073,0.001,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:02.444,197,10.0,19.3,-79,0.01,0.02,4.073,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:03.444,199,10.0,19.3,-79,0.01,0.02,4.070,0.000,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:04.444,199,10.0,19.3,-79,0.01,0.03,4.070,0.000,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:05.444,200,10.0,19.3,-79,0.01,0.03,4.070,0.000,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:06.444,200,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000216,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:07.444,200,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000231,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:08.444,200,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000231,0.000129,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:09.444,201,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:10.444,200,10.0,19.3,-79,0.01,0.03,4.071,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:11.444,200,10.0,19.3,-79,0.01,0.03,4.071,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:12.444,199,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000202,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:13.444,200,10.0,19.3,-79,0.01,0.03,4.071,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:14.444,200,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000216,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:15.444,201,10.0,19.3,-79,0.01,0.02,4.071,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:16.444,202,10.0,19.3,-79,0.01,0.03,4.071,0.000,0.000231,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
01/11/2013 11:27:17.444,202,10.0,19.3,-79,0.01,0.03,4.071,0.000,0.000245,0.000115,-0.19,-0.19,-0.14,-0.08,1.03,1.03
