Subject_ID,Sessions,P1_date,P1_preshaking_start,P1_preshaking_end,P1_baseline_start,P1_baseline_end,P1_drivnig_start,P1_destination_SigStop,P1_destination_restart,P1_driving_end,P2_postshaking_start,P2_postshaking_end,P2_date,P2_preshaking_start,P2_preshaking_end,P2_baseline_start,P2_baseline_end,P2_drivnig_start,P2_destination_SigStop,P2_destination_restart,P2_driving_end,P2_postshaking_start,P2_postshaking_end
5,Separate,11/1/2013,11:27:30,11:27:50,11:32:40,11:33:40,11:35:10,None,None,12:05:09,12:28:10,12:28:30,12/23/2013,11:12:30,11:12:50,11:19:15,11:20:15,11:22:01,11:36:31,11:37:15,11:49:27,11:54:45,11:55:05
