GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(°),GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Oct 28 10:19:08 EDT 2013,28-Oct-2013 10:19:15.627,-79.94585262,40.44376974,0,6,248,0,-9.5,-0.03,-2.48,0.02,-0.01,0,-0.97,-0.29,0,14.66,992.6,458.6,0,53,29.02,69.53,1302.25,0.04,0.23,0,0.01,248,0,-,6,0.78,0,0,13.89,2.92,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:10 EDT 2013,28-Oct-2013 10:19:17.132,-79.94585258,40.44376982,0,6,248,0,-9.49,-0.01,-2.31,0.01,0,0,-0.97,-0.34,0,14.59,992.59,458.59,0,53,29.02,69.53,1305.25,0.04,0.23,0,0.01,248,0,-,6,0.78,0,0,13.87,2.9,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:11 EDT 2013,28-Oct-2013 10:19:18.630,-79.94585262,40.44376983,0,5,248,0,-9.41,0.06,-2.05,0,-0.03,0.01,-0.95,-0.28,0,14.75,992.57,458.58,0,53,29.02,69.53,1292,0.04,0.23,0,0.01,248,0,-,5,0.78,0,0,13.87,2.85,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:13 EDT 2013,28-Oct-2013 10:19:20.148,-79.9458528,40.44376992,0,5,248,0,-9.39,0.03,-1.78,-0.01,-0.01,0,-0.96,-0.32,0,14.68,992.56,458.57,0,53,29.02,69.53,1300,0.04,0.23,0,0.01,248,0,-,5,0.78,0,0,13.89,2.92,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:15 EDT 2013,28-Oct-2013 10:19:21.671,-79.94585309,40.44377013,0,5,248,0,-9.47,0.07,-1.93,0,-0.01,0.01,-0.96,-0.32,0,14.68,992.54,458.56,0,53,29.41,69.53,1289.75,0.04,0.24,0,0.01,248,0,-,5,0.78,0,0,13.87,2.98,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:16 EDT 2013,28-Oct-2013 10:19:23.187,-79.94585315,40.4437702,0,5,248,0,-9.41,0.04,-2.22,0,-0.03,0.01,-0.96,-0.27,0,14.7,992.58,458.55,0,53,29.02,69.53,1290.5,0.04,0.23,0,0.01,248,0,-,5,0.78,0,0,13.87,2.87,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:18 EDT 2013,28-Oct-2013 10:19:24.779,-79.94585334,40.44377036,0,4,248,0,-9.45,0.07,-1.74,0,-0.02,0,-0.96,-0.29,0,14.65,992.55,458.55,0,53,29.02,69.52,1301.5,0.04,0.23,0,0.01,248,0,-,4,0.78,0,0,13.89,2.89,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:19 EDT 2013,28-Oct-2013 10:19:26.273,-79.94585344,40.44377043,0,4,248,0,-9.43,-0.01,-2.03,0,0.02,0,-0.98,-0.38,0,14.63,992.66,458.54,0,54,29.02,69.52,1296.75,0.04,0.24,0,0.01,248,0,-,4,0.78,0,0,13.87,2.95,18,-,-,-,167.56,-,-,10.31,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:21 EDT 2013,28-Oct-2013 10:19:27.816,-79.94585347,40.44377047,0,4,248,0,-9.41,0.14,-1.7,-0.01,0,0,-0.97,-0.36,0,14.63,992.58,458.53,0,54,29.02,69.52,1307.75,0.04,0.24,0,0.01,248,0,-,4,0.78,0,0,13.89,2.95,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:22 EDT 2013,28-Oct-2013 10:19:29.323,-79.94585353,40.44377053,0,4,248,0,-9.45,0.01,-2.35,0.01,-0.02,0.01,-0.96,-0.29,0,14.72,992.67,458.52,0,54,29.02,69.52,1292.75,0.04,0.23,0,0.01,248,0,-,4,0.78,0,0,13.89,2.9,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:24 EDT 2013,28-Oct-2013 10:19:30.872,-79.94585376,40.44377052,0,4,248,0,-9.42,-0.02,-1.72,-0.01,-0.01,0.01,-0.96,-0.33,0,14.67,992.67,458.51,0,54,29.02,69.52,1285.75,0.04,0.23,0,0.01,248,0,-,4,1.56,0,0,13.87,2.81,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:25 EDT 2013,28-Oct-2013 10:19:32.424,-79.94585386,40.44377055,0,3,248,0,-9.61,-0.08,-2.44,0.03,-0.03,0.02,-0.95,-0.35,0,14.66,992.69,458.5,0,54,28.63,69.52,1317.75,0.04,0.23,0,0.01,248,0,-,3,2.34,0,0,13.87,2.85,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:27 EDT 2013,28-Oct-2013 10:19:33.985,-79.94585389,40.44377066,0,3,248,0,-9.37,0,-1.56,-0.01,-0.03,0,-0.95,-0.27,0,14.67,992.75,458.49,0,55,28.63,69.52,1300.75,0.04,0.23,0,0.01,248,0,-,3,2.34,0,0,13.89,2.87,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:28 EDT 2013,28-Oct-2013 10:19:35.499,-79.94585389,40.44377065,0,3,248,0,-9.57,-0.09,-2.62,0.03,-0.03,0.01,-0.95,-0.3,0,14.8,992.68,458.49,0,55,28.63,69.52,1303,0.04,0.23,0,0.01,248,0,-,3,2.34,0,0,13.87,2.82,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:30 EDT 2013,28-Oct-2013 10:19:37.039,-79.9458537,40.44377065,0,3,248,0,-9.47,-0.06,-2.15,0.01,-0.02,0,-0.96,-0.29,0,14.6,992.63,458.48,0,55,28.24,69.52,1311.5,0.04,0.23,0,0.01,248,0,-,3,1.56,0,0,13.87,2.84,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:31 EDT 2013,28-Oct-2013 10:19:38.580,-79.94585374,40.44377068,0,3,248,0,-9.34,0.07,-1.97,-0.01,-0.03,0,-0.95,-0.29,0,14.7,992.68,458.47,0,55,28.63,69.52,1285.75,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.89,2.89,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:33 EDT 2013,28-Oct-2013 10:19:40.046,-79.9458538,40.44377067,0,3,248,0,-9.45,-0.03,-2.26,0.01,-0.01,0,-0.97,-0.3,0,14.67,992.72,458.46,0,55,28.63,69.52,1286.5,0.05,0.23,0,0.01,248,0,-,3,2.34,0,0,13.87,2.89,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:34 EDT 2013,28-Oct-2013 10:19:41.551,-79.94585388,40.44377066,0,3,248,0,-9.38,0.13,-1.71,-0.01,-0.03,0.01,-0.96,-0.27,0,14.7,992.67,458.45,0,55,29.02,69.52,1296,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.85,2.84,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:36 EDT 2013,28-Oct-2013 10:19:43.130,-79.94585418,40.44377063,0,3,248,0,-9.62,-0.06,-2.54,0.03,0.01,-0.01,-0.98,-0.36,0,14.68,992.68,458.44,0,55,28.24,69.52,1307.75,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.89,2.9,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:37 EDT 2013,28-Oct-2013 10:19:44.592,-79.94585428,40.44377064,0,4,248,0,-9.4,0.06,-2.06,0,-0.03,0,-0.95,-0.28,0,14.71,992.65,458.44,0,55,28.63,69.52,1301.5,0.05,0.24,0,0.01,248,0,-,4,2.34,0,0,13.85,2.92,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:39 EDT 2013,28-Oct-2013 10:19:46.070,-79.94585466,40.44377067,0,4,248,0,-9.44,-0.04,-2.02,0,0,0,-0.97,-0.36,0,14.61,992.7,458.43,0,55,28.24,69.51,1292.75,0.05,0.23,0,0.01,248,0,-,4,3.12,0,0,13.87,2.87,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:40 EDT 2013,28-Oct-2013 10:19:47.564,-79.9458548,40.4437707,0,4,248,0,-9.45,0.03,-1.63,0,-0.03,0,-0.95,-0.27,0,14.57,992.63,458.42,0,55,28.24,69.51,1300.75,0.05,0.23,0,0.01,248,0,-,4,2.34,0,0,13.89,2.87,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:42 EDT 2013,28-Oct-2013 10:19:49.139,-79.94585522,40.44377074,0,4,248,0,-9.55,-0.08,-2.19,0.02,0,-0.01,-0.97,-0.32,0,14.62,992.59,458.41,0,56,28.24,69.51,1310,0.05,0.23,0,0.01,248,0,-,4,2.34,0,0,13.85,2.84,18,-,-,-,167.56,-,-,10.3,9.7,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:43 EDT 2013,28-Oct-2013 10:19:50.624,-79.94585538,40.44377076,0,4,248,0,-9.36,0.02,-1.65,-0.01,-0.04,0.01,-0.95,-0.28,0,14.77,992.68,458.4,0,56,28.63,69.51,1298.25,0.05,0.23,0,0.01,248,0,-,4,2.34,0,0,13.87,2.82,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:45 EDT 2013,28-Oct-2013 10:19:52.129,-79.94585565,40.44377083,0,3,248,0,-9.54,-0.08,-2.49,0.02,0.01,-0.01,-0.97,-0.35,0,14.76,992.66,458.39,0,56,29.02,69.51,1300,0.05,0.22,0,0.01,248,0,-,3,2.34,0,0,13.89,2.76,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:46 EDT 2013,28-Oct-2013 10:19:53.602,-79.94585564,40.44377084,0,3,248,0,-9.48,-0.02,-2.38,0.02,-0.01,0,-0.96,-0.32,0,14.76,992.57,458.39,0,56,28.24,69.51,1298.25,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.87,2.9,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:48 EDT 2013,28-Oct-2013 10:19:55.067,-79.94585572,40.44377088,0,3,248,0,-9.48,-0.08,-2.14,0.01,-0.03,0,-0.95,-0.28,0,14.72,992.6,458.38,0,56,28.24,69.51,1302.25,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.87,2.85,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:49 EDT 2013,28-Oct-2013 10:19:56.506,-79.94585577,40.44377087,0,3,248,0,-9.46,-0.01,-2.43,0.01,-0.01,-0.01,-0.96,-0.31,0,14.67,992.65,458.37,0,56,28.24,69.51,1291.25,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.89,2.81,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:51 EDT 2013,28-Oct-2013 10:19:58.036,-79.94585606,40.4437709,0,3,248,0,-9.46,-0.07,-2.23,0.01,-0.01,0,-0.97,-0.34,0,14.65,992.59,458.36,0,56,28.24,69.51,1300,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.87,2.82,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:52 EDT 2013,28-Oct-2013 10:19:59.552,-79.94585617,40.44377089,0,3,248,0,-9.5,-0.13,-2.3,0.02,0,0,-0.97,-0.35,0,14.64,992.63,458.35,0,56,28.24,69.51,1303,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.85,2.84,18,-,-,-,167.56,-,-,10.3,9.71,29.11,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:55 EDT 2013,28-Oct-2013 10:20:02.580,-79.9458564,40.44377079,0,4,248,0,-9.43,0.08,-2.03,0,0,-0.01,-0.97,-0.31,0,14.63,992.62,458.34,0,57,28.24,69.51,1296,0.05,0.23,0,0.01,248,0,-,4,3.12,0,0,13.85,2.9,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:57 EDT 2013,28-Oct-2013 10:20:04.113,-79.94585666,40.44377078,0,4,248,0,-9.35,-0.05,-1.85,-0.01,-0.01,0.01,-0.96,-0.31,0,14.6,992.68,458.33,0,57,28.24,69.51,1300,0.05,0.23,0,0.01,248,0,-,4,3.12,0,0,13.85,2.82,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:19:58 EDT 2013,28-Oct-2013 10:20:05.610,-79.94585672,40.44377078,0,3,248,0,-9.43,0.08,-2.05,0,0,0,-0.97,-0.33,0,14.65,992.63,458.32,0,57,28.24,69.51,1299,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.89,2.79,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:00 EDT 2013,28-Oct-2013 10:20:07.074,-79.94585677,40.44377073,0,3,248,0,-9.38,0.04,-1.7,-0.01,-0.03,0,-0.95,-0.31,0,14.64,992.61,458.31,0,58,28.24,69.51,1296,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.87,2.82,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:01 EDT 2013,28-Oct-2013 10:20:08.601,-79.94585678,40.44377073,0,3,248,0,-9.4,0.04,-1.59,0.02,0,-0.01,-0.97,-0.35,0,14.66,992.67,458.3,0,58,28.24,69.5,1301.5,0.05,0.24,0,0.01,248,0,-,3,3.12,0,0,13.85,2.92,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:03 EDT 2013,28-Oct-2013 10:20:10.120,-79.9458568,40.44377069,0,3,248,0,-9.48,0,-1.9,0,-0.03,0.01,-0.95,-0.27,0,14.59,992.56,458.3,0,58,28.24,69.5,1300,0.05,0.23,0,0.01,248,0,-,3,2.34,0,0,13.89,2.89,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:05 EDT 2013,28-Oct-2013 10:20:11.679,-79.94585679,40.44377067,0,3,248,0,-9.31,0.1,-1.69,-0.02,-0.02,0,-0.96,-0.29,0,14.75,992.65,458.29,0,58,28.24,69.5,1292,0.05,0.23,0,0.01,248,0,-,3,3.12,0,0,13.89,2.78,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:06 EDT 2013,28-Oct-2013 10:20:13.220,-79.94585687,40.44377067,0,3,248,0,-9.32,0.15,-1.78,-0.01,-0.02,0,-0.96,-0.28,0,14.58,992.63,458.28,0,58,28.24,69.5,1310,0.05,0.23,0,0.01,248,0,-,3,2.34,0,0,13.85,2.81,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:08 EDT 2013,28-Oct-2013 10:20:14.676,-79.94585692,40.44377062,0,3,248,0,-9.44,0,-1.91,0,-0.01,0.01,-0.96,-0.33,0,14.61,992.57,458.27,0,58,28.24,69.5,1300,0.05,0.23,0,0.01,248,0,-,3,1.56,0,0,13.89,2.79,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:09 EDT 2013,28-Oct-2013 10:20:16.338,-79.94585704,40.44377061,0,3,248,0,-9.49,-0.06,-2.28,0.01,-0.02,0,-0.96,-0.32,0,14.65,992.62,458.26,0,58,29.41,69.5,1275,0.05,0.23,0,0.01,248,0,-,3,2.34,0,0,13.87,2.89,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:11 EDT 2013,28-Oct-2013 10:20:17.921,-79.94585728,40.44377065,0,3,248,0,-9.5,-0.02,-2.39,0.02,-0.02,0.01,-0.96,-0.3,0,14.7,992.64,458.25,0,58,28.24,69.5,1298.25,0.05,0.23,0,0.01,248,0,-,3,2.34,0,0,13.85,2.89,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:12 EDT 2013,28-Oct-2013 10:20:19.407,-79.94585735,40.44377066,0,3,248,0,-9.37,0,-1.69,-0.01,0.01,-0.01,-0.97,-0.36,0,14.73,992.65,458.25,0,58,29.02,69.5,1291.25,0.06,0.23,0,0.01,248,0,-,3,3.12,0,0,13.89,2.85,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:14 EDT 2013,28-Oct-2013 10:20:20.936,-79.94585751,40.44377069,0,3,248,0,-9.33,0.06,-1.58,-0.02,-0.02,0.01,-0.96,-0.31,0,14.68,992.61,458.24,0,59,28.24,69.5,1304.5,0.06,0.23,0,0.01,248,0,-,3,2.34,0,0,13.87,2.87,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:15 EDT 2013,28-Oct-2013 10:20:22.478,-79.94585751,40.44377069,0,3,248,0,-9.48,-0.11,-2.53,0.02,-0.01,0.01,-0.96,-0.33,0,14.65,992.63,458.23,0,59,28.24,69.5,1314.75,0.06,0.24,0,0.01,248,0,-,3,2.34,0,0,13.87,2.93,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:17 EDT 2013,28-Oct-2013 10:20:23.952,-79.94585755,40.44377076,0,3,248,0,-9.41,0.09,-1.95,0,-0.01,-0.01,-0.96,-0.36,0,14.67,992.59,458.22,0,59,28.24,69.5,1310,0.06,0.23,0,0.01,248,0,-,3,2.34,0,0,13.89,2.87,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:18 EDT 2013,28-Oct-2013 10:20:25.499,-79.94585758,40.44377083,0,3,248,0,-9.31,0.03,-1.63,-0.02,-0.02,0,-0.96,-0.31,0,14.67,992.6,458.21,0,59,28.24,69.5,1307,0.06,0.23,0,0.01,248,0,-,3,2.34,0,0,13.85,2.82,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:20 EDT 2013,28-Oct-2013 10:20:27.016,-79.94585759,40.44377082,0,3,248,0,-9.46,-0.08,-2.39,0.01,0,-0.01,-0.96,-0.34,0,14.69,992.61,458.2,0,59,28.24,69.5,1294.5,0.06,0.23,0,0.01,248,0,-,3,2.34,0,0,13.85,2.84,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:21 EDT 2013,28-Oct-2013 10:20:28.530,-79.94585763,40.4437708,0,3,248,0,-9.48,-0.01,-2.42,0.02,-0.02,0.01,-0.96,-0.28,0,14.68,992.61,458.2,0,60,28.63,69.5,1291.25,0.06,0.23,0,0.02,248,0,-,3,2.34,0,0,13.89,2.84,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:23 EDT 2013,28-Oct-2013 10:20:30.001,-79.94585774,40.44377075,0,3,248,0,-9.5,-0.03,-2.45,0.02,-0.01,-0.01,-0.96,-0.35,0,14.66,992.63,458.19,0,60,28.24,69.49,1301.5,0.06,0.23,0,0.02,248,0,-,3,2.34,0,0,13.87,2.84,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:24 EDT 2013,28-Oct-2013 10:20:31.499,-79.9458579,40.44377075,0,3,248,0,-9.46,0.01,-2.35,0.01,-0.02,0.01,-0.96,-0.29,0,14.65,992.63,458.18,0,60,28.24,69.49,1301.5,0.06,0.23,0,0.02,248,0,-,3,2.34,0,0,13.85,2.87,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:26 EDT 2013,28-Oct-2013 10:20:33.033,-79.94585818,40.44377078,0,4,248,0,-9.48,0.02,-1.92,0.01,-0.02,0,-0.96,-0.31,0,14.63,992.58,458.17,0,60,28.24,69.49,1303.75,0.06,0.23,0,0.02,248,0,-,4,2.34,0,0,13.89,2.9,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:27 EDT 2013,28-Oct-2013 10:20:34.590,-79.94585828,40.44377079,0,4,248,0,-9.44,-0.08,-1.91,0,0,-0.01,-0.96,-0.36,0,14.69,992.58,458.16,0,60,28.24,69.49,1296,0.06,0.23,0,0.02,248,0,-,4,3.12,0,0,13.87,2.81,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:29 EDT 2013,28-Oct-2013 10:20:36.134,-79.94585835,40.44377077,0,5,248,0,-9.29,0.09,-1.47,-0.02,-0.01,0.01,-0.96,-0.33,0,14.6,992.55,458.15,0,60,28.24,69.49,1308.5,0.06,0.23,0,0.02,248,0,-,5,2.34,0,0,13.85,2.87,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:31 EDT 2013,28-Oct-2013 10:20:37.726,-79.94585829,40.44377073,0,6,248,0,-9.42,0.04,-2.08,0,-0.02,0,-0.96,-0.29,0,14.69,992.64,458.15,0,60,28.24,69.49,1306.25,0.06,0.22,0,0.02,248,0,-,6,2.34,0,0,13.89,2.73,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:32 EDT 2013,28-Oct-2013 10:20:39.231,-79.94585824,40.44377071,0,6,248,0,-9.38,0,-1.73,-0.01,-0.03,0,-0.96,-0.28,0,14.93,992.65,458.14,0,60,28.24,69.49,1292,0.06,0.23,0,0.02,248,0,-,6,3.91,0,0,13.87,2.81,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:34 EDT 2013,28-Oct-2013 10:20:40.754,-79.94585799,40.44377065,0,6,248,0,-9.44,-0.14,-2.37,0.01,-0.01,0,-0.95,-0.35,0,14.69,992.58,458.13,0,60,27.84,69.49,1305.25,0.06,0.22,0,0.02,248,0,-,6,3.91,0,0,13.85,2.76,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:35 EDT 2013,28-Oct-2013 10:20:42.289,-79.9458578,40.44377059,0,6,248,0,-9.49,-0.03,-2.61,0.02,0,-0.01,-0.97,-0.37,0,14.53,992.65,458.12,0,61,28.24,69.49,1308.5,0.06,0.23,0,0.02,248,0,-,6,2.34,0,0,13.87,2.89,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:37 EDT 2013,28-Oct-2013 10:20:43.788,-79.94585781,40.44377057,0,6,248,0,-9.44,0.13,-1.81,0,-0.02,-0.01,-0.96,-0.28,0,14.65,992.64,458.11,0,61,28.24,69.49,1298.25,0.06,0.23,0,0.02,248,0,-,6,2.34,0,0,13.87,2.79,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:20:38 EDT 2013,28-Oct-2013 10:20:45.393,-79.94585784,40.44377057,0,6,248,0,-9.41,-0.01,-1.82,0,-0.02,0,-0.96,-0.29,0,14.71,992.64,458.1,0,61,28.24,69.49,1305.25,0.06,0.23,0,0.02,248,0,-,6,2.34,0,0,13.85,2.84,18,-,-,-,167.56,-,-,10.3,9.71,29.1,-,0,0,0,0,-,-,-,-,-,-,-,-,-
