subject,session,UTC_Timestamp,BR_mean,BR_stdev,BR_1std_BB_RR,B_level,B_fluctuation,BF_elapsed_time,RtoR_mean,RtoR_stdev,RtoR_1std
5,BASELINE1,2013-11-1T11:32:57.000-05:00,39.3889,16.0629,47.8333,Low,Breath_holding,16,-0.361111,0.707687,-0.307778
5,BASELINE1,2013-11-1T11:32:58.000-05:00,7.44444,22.5468,-31.9444,Low,Breath_holding,17,0.326667,0.673019,0.687778
5,BASELINE1,2013-11-1T11:32:59.000-05:00,-31.9444,3.23989,-39.3889,Low,Breath_holding,18,-0.006,0.742,-0.332667
5,BASELINE1,2013-11-1T11:33:00.000-05:00,-8.44444,19.2505,23.5,Low,Breath_holding,19,-0.338667,0.66648,-0.332667
5,BASELINE1,2013-11-1T11:33:01.000-05:00,55,10.5251,63.4444,Low,Breathing_in,1,0.347111,0.691563,0.685778
5,BASELINE1,2013-11-1T11:33:02.000-05:00,-7.17647,19.4792,-62.1765,Low,Breathing_out,1,-0.395294,0.671905,-0.742405
5,BASELINE1,2013-11-1T11:33:03.000-05:00,-34.4444,2.5652,-27.268,Low,Breath_holding,1,-0.008,0.824,0.387294
5,BASELINE1,2013-11-1T11:33:04.000-05:00,4.72222,20.6876,39.1667,Low,Breath_holding,2,0.028,0.86,0.036
5,BASELINE1,2013-11-1T11:33:05.000-05:00,23,15.2753,18.2778,Low,Breath_holding,3,-0.360222,0.767259,-0.388222
5,BASELINE1,2013-11-1T11:33:06.000-05:00,-21.1111,8.48455,-44.1111,Low,Breath_holding,4,0.74,0.379326,1.10022
5,BASELINE1,2013-11-1T11:33:07.000-05:00,-29.5556,7.27417,-8.44444,Low,Breath_holding,5,-0.277333,0.773103,-1.01733
5,BASELINE1,2013-11-1T11:33:08.000-05:00,24.8889,20.6368,54.4444,Low,Breathing_in,1,-0.0951111,0.814923,0.182222
5,BASELINE1,2013-11-1T11:33:09.000-05:00,25.4118,20.4826,0.522876,Low,Breath_holding,1,0.503529,0.614527,0.598641
5,BASELINE1,2013-11-1T11:33:10.000-05:00,-23.5556,6.61834,-48.9673,Low,Breath_holding,2,-0.349111,0.7077,-0.852641
5,BASELINE1,2013-11-1T11:33:11.000-05:00,-21.7222,10.1424,1.83333,Low,Breath_holding,3,0.26,0.774989,0.609111
5,BASELINE1,2013-11-1T11:33:12.000-05:00,34.8889,15.0735,56.6111,Low,Breathing_in,1,0.0728889,0.812935,-0.187111
5,BASELINE1,2013-11-1T11:33:13.000-05:00,6.72222,19.1886,-28.1667,Low,Breath_holding,1,-0.158222,0.764397,-0.231111
5,BASELINE1,2013-11-1T11:33:14.000-05:00,-32.6667,3.91578,-39.3889,Low,Breath_holding,2,0.354222,0.693003,0.512444
5,BASELINE1,2013-11-1T11:33:15.000-05:00,15.2222,26.0396,47.8889,Low,Breath_holding,3,-0.174222,0.729297,-0.528444
5,BASELINE1,2013-11-1T11:33:16.000-05:00,35.8235,14.8729,20.6013,Low,Breath_holding,4,-0.217647,0.707269,-0.0434248
5,BASELINE1,2013-11-1T11:33:17.000-05:00,-11.8889,14.1063,-47.7124,Low,Breath_holding,5,0.332667,0.67625,0.550314
5,BASELINE1,2013-11-1T11:33:18.000-05:00,-40.3333,3.21455,-28.4444,Low,Breath_holding,6,-0.155556,0.787797,-0.488222
5,BASELINE1,2013-11-1T11:33:19.000-05:00,-23.1667,7.08088,17.1667,Low,Breath_holding,7,-0.158,0.789747,-0.00244444
5,BASELINE1,2013-11-1T11:33:20.000-05:00,34.6667,23.1781,57.8333,Low,Breathing_in,1,0.315778,0.652185,0.473778
5,BASELINE1,2013-11-1T11:33:21.000-05:00,25.3889,24.7165,-9.27778,Low,Breath_holding,1,-0.06,0.715542,-0.375778
5,BASELINE1,2013-11-1T11:33:22.000-05:00,-32.2222,6.31185,-57.6111,Low,Breathing_out,1,-0.249333,0.699564,-0.189333
5,BASELINE1,2013-11-1T11:33:23.000-05:00,30.3529,27.8292,62.5752,Low,Breathing_in,1,0.410353,0.630355,0.659686
5,BASELINE1,2013-11-1T11:33:24.000-05:00,17.5,27.7854,-12.8529,Low,Breath_holding,1,-0.155333,0.707847,-0.565686
5,BASELINE1,2013-11-1T11:33:25.000-05:00,-38.7222,4.17407,-56.2222,Low,Breathing_out,1,-0.254667,0.697679,-0.0993333
5,BASELINE1,2013-11-1T11:33:26.000-05:00,-3.16667,25.9471,35.5556,Low,Breath_holding,1,0.710222,0.353671,0.964889
5,BASELINE1,2013-11-1T11:33:27.000-05:00,48.1667,11.6679,51.3333,Low,Breathing_in,1,-0.371556,0.71022,-1.08178
5,BASELINE1,2013-11-1T11:33:28.000-05:00,-14.8333,16.7274,-63,Low,Breathing_out,1,-0.004,0.772,0.367556
5,BASELINE1,2013-11-1T11:33:29.000-05:00,-38.7222,5.49551,-23.8889,Low,Breath_holding,1,0.347778,0.696937,0.351778
5,BASELINE1,2013-11-1T11:33:30.000-05:00,22,25.0388,60.7222,Low,Breathing_in,1,-0.424706,0.654938,-0.772484
5,BASELINE1,2013-11-1T11:33:31.000-05:00,26.7222,20.9651,4.72222,Low,Breath_holding,1,0.0928889,0.741381,0.517595
5,BASELINE1,2013-11-1T11:33:32.000-05:00,-34,10.562,-60.7222,Low,Breathing_out,1,0.33,0.661105,0.237111
5,BASELINE1,2013-11-1T11:33:33.000-05:00,-11.2222,26.5216,22.7778,Low,Breath_holding,1,-0.335778,0.664688,-0.665778
5,BASELINE1,2013-11-1T11:33:34.000-05:00,42.8333,12.9583,54.0556,Low,Breathing_in,1,0.008,0.728,0.343778
5,BASELINE1,2013-11-1T11:33:35.000-05:00,-22.1111,16.4279,-64.9444,Low,Breathing_out,1,0.344222,0.664006,0.336222
5,BASELINE1,2013-11-1T11:33:36.000-05:00,-33.9444,13.066,-11.8333,Low,Breath_holding,1,-0.325333,0.687979,-0.669556
5,BASELINE1,2013-11-1T11:33:37.000-05:00,33.7647,15.9246,67.7092,Low,Breathing_in,1,-0.0334118,0.770663,0.291922
5,BASELINE1,2013-11-1T11:33:38.000-05:00,7.44444,19.3081,-26.3203,Low,Breath_holding,1,0.016,0.776,0.0494118
5,BASELINE1,2013-11-1T11:33:39.000-05:00,-26.8333,1.97906,-34.2778,Low,Breath_holding,2,-0.363556,0.723178,-0.379556
5,DRIVING1,2013-11-1T11:35:10.000-05:00,-17.8333,7.22842,9,Low,Breath_holding,3,0.748667,0.393069,1.11222
5,DRIVING1,2013-11-1T11:35:11.000-05:00,-56.7222,22.5112,-38.8889,Low,Breath_holding,4,0.285778,0.571167,-0.462889
5,DRIVING1,2013-11-1T11:35:12.000-05:00,45.7778,23.0158,102.5,Low,Breathing_in,1,0.0591111,0.618149,-0.226667
5,DRIVING1,2013-11-1T11:35:13.000-05:00,7.11111,29.5219,-38.6667,Low,Breath_holding,1,-1.23358e-017,0.612,-0.0591111
5,DRIVING1,2013-11-1T11:35:14.000-05:00,-26.9444,10.1076,-34.0556,Low,Breath_holding,2,0.00377778,0.603806,0.00377778
5,DRIVING1,2013-11-1T11:35:15.000-05:00,20.7059,11.7662,47.6503,Low,Breath_holding,3,-0.102118,0.58074,-0.105895
5,DRIVING1,2013-11-1T11:35:16.000-05:00,44.5,4.15331,23.7941,Low,Breath_holding,4,0.004,0.576056,0.106118
5,DRIVING1,2013-11-1T11:35:17.000-05:00,30.1111,3.97057,-14.3889,Low,Breath_holding,5,0.259333,0.51061,0.255333
5,DRIVING1,2013-11-1T11:35:18.000-05:00,27,3.3665,-3.11111,Low,Breath_holding,6,0.166889,0.583048,-0.0924444
5,DRIVING1,2013-11-1T11:35:19.000-05:00,-36.7778,27.9375,-63.7778,Low,Breathing_out,1,-0.438,0.478519,-0.604889
5,DRIVING1,2013-11-1T11:35:20.000-05:00,-26.3333,19.218,10.4444,Low,Breath_holding,1,0.540889,0.951596,0.978889
5,DRIVING1,2013-11-1T11:35:21.000-05:00,-0.222222,3.06514,26.1111,Low,Breath_holding,2,0.0777778,0.756645,-0.463111
5,DRIVING1,2013-11-1T11:35:22.000-05:00,35.2353,23.9596,35.4575,Low,Breath_holding,3,-0.187294,0.634631,-0.265072
5,DRIVING1,2013-11-1T11:35:23.000-05:00,3.83333,39.0985,-31.402,Low,Breath_holding,4,-0.00111111,0.633165,0.186183
5,DRIVING1,2013-11-1T11:35:24.000-05:00,-8.83333,19.3914,-12.6667,Low,Breath_holding,5,-0.0735556,0.613218,-0.0724444
5,DRIVING1,2013-11-1T11:35:25.000-05:00,-6.27778,14.6924,2.55556,Low,Breath_holding,6,0.184,0.560029,0.257556
5,DRIVING1,2013-11-1T11:35:26.000-05:00,-33.6667,10.9646,-27.3889,Low,Breath_holding,7,0.0591111,0.578795,-0.124889
5,DRIVING1,2013-11-1T11:35:27.000-05:00,14.8333,7.62489,48.5,Low,Breath_holding,8,-0.309556,0.468545,-0.368667
5,DRIVING1,2013-11-1T11:35:28.000-05:00,6.11111,14.7531,-8.72222,Low,Breath_holding,9,0.0242222,0.585278,0.333778
5,DRIVING1,2013-11-1T11:35:29.000-05:00,-20.8824,21.1434,-26.9935,Low,Breath_holding,10,0.188,0.568929,0.163778
5,DRIVING1,2013-11-1T11:35:30.000-05:00,9.55556,15.6426,30.4379,Low,Breath_holding,11,-0.00377778,0.588304,-0.191778
5,DRIVING1,2013-11-1T11:35:31.000-05:00,-12.5556,12.5043,-22.1111,Low,Breath_holding,12,-0.0768889,0.594711,-0.0731111
5,DRIVING1,2013-11-1T11:35:32.000-05:00,2.77778,43.5578,15.3333,Low,Breath_holding,13,-0.0755556,0.604235,0.00133333
5,DRIVING1,2013-11-1T11:35:33.000-05:00,50,39.3813,47.2222,Low,Breath_holding,14,0.0635556,0.575639,0.139111
5,DRIVING1,2013-11-1T11:35:34.000-05:00,-34.3889,19.5025,-84.3889,Low,Breathing_out,1,-0.00155556,0.586487,-0.0651111
5,DRIVING1,2013-11-1T11:35:35.000-05:00,1.11111,39.1505,35.5,Low,Breath_holding,1,-0.340444,0.500551,-0.338889
5,DRIVING1,2013-11-1T11:35:36.000-05:00,31.2941,30.6436,30.183,Low,Breath_holding,2,0.0277647,0.606947,0.368209
5,DRIVING1,2013-11-1T11:35:37.000-05:00,-53.6667,8.3865,-84.9608,Low,Breathing_out,1,-0.000222222,0.628299,-0.0279869
5,DRIVING1,2013-11-1T11:35:38.000-05:00,22.2222,37.0354,75.8889,Low,Breathing_in,1,3.70074e-017,0.644,0.000222222
5,DRIVING1,2013-11-1T11:35:39.000-05:00,30.7222,32.2642,8.5,Low,Breath_holding,1,0.00955556,0.625581,0.00955556
5,DRIVING1,2013-11-1T11:35:40.000-05:00,-51.1667,9.70824,-81.8889,Low,Breathing_out,1,0.00111111,0.625121,-0.00844444
5,DRIVING1,2013-11-1T11:35:41.000-05:00,-2,14.6401,49.1667,Low,Breath_holding,1,-0.0546667,0.596285,-0.0557778
5,DRIVING1,2013-11-1T11:35:42.000-05:00,23.8889,18.5679,25.8889,Low,Breath_holding,2,0.004,0.576056,0.0586667
5,DRIVING1,2013-11-1T11:35:43.000-05:00,71.3529,15.3352,47.4641,Low,Breath_holding,3,0.295765,0.476358,0.291765
5,DRIVING1,2013-11-1T11:35:44.000-05:00,15.5,15.763,-55.8529,Low,Breathing_out,1,-0.004,0.556,-0.299765
5,DRIVING1,2013-11-1T11:35:45.000-05:00,-52.8333,14.8071,-68.3333,Low,Breathing_out,2,0.0622222,0.556532,0.0662222
5,DRIVING1,2013-11-1T11:35:46.000-05:00,-31.7222,42.2082,21.1111,Low,Breath_holding,1,-0.00466667,0.583408,-0.0668889
5,DRIVING1,2013-11-1T11:35:47.000-05:00,43,21.8556,74.7222,Low,Breathing_in,1,-0.258889,0.524227,-0.254222
5,DRIVING1,2013-11-1T11:35:48.000-05:00,-35.1111,13.3287,-78.1111,Low,Breathing_out,1,-0.139556,0.577198,0.119333
5,DRIVING1,2013-11-1T11:35:49.000-05:00,-24.1667,24.0768,10.9444,Low,Breath_holding,1,0.00644444,0.609557,0.146
5,DRIVING1,2013-11-1T11:35:50.000-05:00,39.1176,12.2228,63.2843,Low,Breathing_in,1,0.316706,0.510716,0.310261
5,DRIVING1,2013-11-1T11:35:51.000-05:00,-24.1111,23.6194,-63.2288,Low,Breathing_out,1,0.136667,0.590848,-0.180039
5,DRIVING1,2013-11-1T11:35:52.000-05:00,24.5,32.5837,48.6111,Low,Breath_holding,1,0.062,0.588611,-0.0746667
5,DRIVING1,2013-11-1T11:35:53.000-05:00,-24.9444,27.2936,-49.4444,Low,Breath_holding,2,-0.322222,0.482258,-0.384222
5,DRIVING1,2013-11-1T11:35:54.000-05:00,-34.7778,15.2591,-9.83333,Low,Breath_holding,3,-0.198667,0.5506,0.123556
5,DRIVING1,2013-11-1T11:35:55.000-05:00,69.2778,26.0551,104.056,Low,Breathing_in,1,0.00311111,0.584894,0.201778
5,DRIVING1,2013-11-1T11:35:56.000-05:00,-1.16667,47.0487,-70.4444,Low,Breathing_out,1,0.324667,0.485169,0.321556
5,DRIVING1,2013-11-1T11:35:57.000-05:00,-68,17.4727,-66.8333,Low,Breathing_out,2,-0.0362353,0.580992,-0.360902
5,DRIVING1,2013-11-1T11:35:58.000-05:00,46.2222,25.0634,114.222,Low,Breathing_in,1,-0.132889,0.565498,-0.0966536
5,DRIVING1,2013-11-1T11:35:59.000-05:00,-9.22222,17.5454,-55.4444,Low,Breathing_out,1,0.0586667,0.571246,0.191556
5,DRIVING1,2013-11-1T11:36:00.000-05:00,18.3333,27.1539,27.5556,Low,Breath_holding,1,-0.002,0.566014,-0.0606667
5,DRIVING1,2013-11-1T11:36:01.000-05:00,21.9444,21.4177,3.61111,Low,Breath_holding,2,-0.00533333,0.566682,-0.00333333
5,DRIVING1,2013-11-1T11:36:02.000-05:00,-29.3333,12.6139,-51.2778,Low,Breathing_out,1,0.0524444,0.576409,0.0577778
5,DRIVING1,2013-11-1T11:36:03.000-05:00,-0.166667,37.5281,29.1667,Low,Breath_holding,1,0.332889,0.492236,0.280444
5,DRIVING1,2013-11-1T11:36:04.000-05:00,26.5294,23.0246,26.6961,Low,Breath_holding,2,-0.0308235,0.594753,-0.363712
5,DRIVING1,2013-11-1T11:36:05.000-05:00,-27.0556,13.583,-53.585,Low,Breathing_out,1,-0.0555556,0.604235,-0.024732
5,DRIVING1,2013-11-1T11:36:06.000-05:00,22.8889,9.20681,49.9444,Low,Breath_holding,1,-0.265778,0.54537,-0.210222
5,DRIVING1,2013-11-1T11:36:07.000-05:00,19.9444,12.34,-2.94444,Low,Breath_holding,2,-0.266222,0.54465,-0.000444444
5,DRIVING1,2013-11-1T11:36:08.000-05:00,-25.8889,29.5821,-45.8333,Low,Breath_holding,3,-0.006,0.606,0.260222
5,DRIVING1,2013-11-1T11:36:09.000-05:00,-34.8333,21.1115,-8.94444,Low,Breath_holding,4,0.00444444,0.607582,0.0104444
5,DRIVING1,2013-11-1T11:36:10.000-05:00,9.11111,10.9387,43.9444,Low,Breath_holding,5,0.281111,0.546458,0.276667
5,DRIVING1,2013-11-1T11:36:11.000-05:00,16.4706,39.2265,7.35948,Low,Breath_holding,6,-0.245412,0.574113,-0.526523
5,DRIVING1,2013-11-1T11:36:12.000-05:00,36.3333,23.4165,19.8627,Low,Breath_holding,7,-0.360889,0.537136,-0.115477
5,DRIVING1,2013-11-1T11:36:13.000-05:00,-35.9444,26.4102,-72.2778,Low,Breathing_out,1,-0.0653333,0.638025,0.295556
5,DRIVING1,2013-11-1T11:36:14.000-05:00,-49.5556,18.0685,-13.6111,Low,Breath_holding,1,0.000666667,0.62339,0.066
5,DRIVING1,2013-11-1T11:36:15.000-05:00,52,18.9414,101.556,Low,Breathing_in,1,-0.00866667,0.60069,-0.00933333
5,DRIVING1,2013-11-1T11:36:16.000-05:00,21.2222,15.5154,-30.7778,Low,Breath_holding,1,0.0608889,0.580384,0.0695556
5,DRIVING1,2013-11-1T11:36:17.000-05:00,-18.5,7.86871,-39.7222,Low,Breath_holding,2,-1.23358e-017,0.58,-0.0608889
5,DRIVING1,2013-11-1T11:36:18.000-05:00,-0.823529,27.1558,17.6765,Low,Breath_holding,3,-0.313412,0.495022,-0.313412
5,DRIVING1,2013-11-1T11:36:19.000-05:00,48.6667,23.2451,49.4902,Low,Breath_holding,4,0.000666667,0.576673,0.314078
5,DRIVING1,2013-11-1T11:36:20.000-05:00,-22.6667,7.42369,-71.3333,Low,Breathing_out,1,0.197333,0.552486,0.196667
5,DRIVING1,2013-11-1T11:36:21.000-05:00,38.2778,19.3385,60.9444,Low,Breathing_in,1,-0.00666667,0.574668,-0.204
5,DRIVING1,2013-11-1T11:36:22.000-05:00,-20.7222,33.9474,-59,Low,Breathing_out,1,0.170444,0.598648,0.177111
5,DRIVING1,2013-11-1T11:36:23.000-05:00,-82.5,20.4946,-61.7778,Low,Breathing_out,2,-0.306,0.629386,-0.476444
5,DRIVING1,2013-11-1T11:36:24.000-05:00,-15.8889,42.2872,66.6111,Low,Breathing_in,1,0.183333,0.707847,0.489333
5,DRIVING1,2013-11-1T11:36:25.000-05:00,8.29412,11.7412,24.183,Low,Breath_holding,1,0.362588,0.593859,0.179255
5,DRIVING1,2013-11-1T11:36:26.000-05:00,-5.88889,14.6738,-14.183,Low,Breath_holding,2,-0.150444,0.703947,-0.513033
5,DRIVING1,2013-11-1T11:36:27.000-05:00,46.8333,7.25909,52.7222,Low,Breathing_in,1,-0.217333,0.67128,-0.0668889
5,DRIVING1,2013-11-1T11:36:28.000-05:00,12.1111,8.94358,-34.7222,Low,Breath_holding,1,0.294444,0.608794,0.511778
5,DRIVING1,2013-11-1T11:36:29.000-05:00,-22.3333,10.4881,-34.4444,Low,Breath_holding,2,0.230667,0.646767,-0.0637778
5,DRIVING1,2013-11-1T11:36:30.000-05:00,29.5556,23.4408,51.8889,Low,Breathing_in,1,-0.309556,0.590992,-0.540222
5,DRIVING1,2013-11-1T11:36:31.000-05:00,-18.8333,35.7542,-48.3889,Low,Breath_holding,1,-0.283778,0.567941,0.0257778
5,DRIVING1,2013-11-1T11:36:32.000-05:00,-82.1765,7.69442,-63.3431,Low,Breathing_out,1,0.347059,0.556983,0.630837
5,DRIVING1,2013-11-1T11:36:33.000-05:00,19.2222,53.1231,101.399,Low,Breathing_in,1,0.245333,0.642996,-0.101725
5,DRIVING1,2013-11-1T11:36:34.000-05:00,59.1667,43.195,39.9444,Low,Breath_holding,1,-0.283556,0.594137,-0.528889
5,DRIVING1,2013-11-1T11:36:35.000-05:00,-35.7778,4.74407,-94.9444,Low,Breathing_out,1,-0.299778,0.60019,-0.0162222
5,DRIVING1,2013-11-1T11:36:36.000-05:00,-4.27778,23.8649,31.5,Low,Breath_holding,1,0.379111,0.570395,0.678889
5,DRIVING1,2013-11-1T11:36:37.000-05:00,60.1667,12.7813,64.4444,Low,Breathing_in,1,-0.014,0.674,-0.393111
5,DRIVING1,2013-11-1T11:36:38.000-05:00,-8.05556,12.4028,-68.2222,Low,Breathing_out,1,-0.295111,0.594815,-0.281111
5,DRIVING1,2013-11-1T11:36:39.000-05:00,-2.88235,2.92821,5.1732,Low,Breath_holding,1,-0.0390588,0.66285,0.256052
5,DRIVING1,2013-11-1T11:36:40.000-05:00,3.72222,10.6865,6.60458,Low,Breath_holding,2,0.380889,0.552102,0.419948
5,DRIVING1,2013-11-1T11:36:41.000-05:00,8.5,22.0309,4.77778,Low,Breath_holding,3,-0.002,0.65,-0.382889
5,DRIVING1,2013-11-1T11:36:42.000-05:00,-60,6.733,-68.5,Low,Breathing_out,1,-0.292889,0.56615,-0.290889
5,DRIVING1,2013-11-1T11:36:43.000-05:00,-31.9444,6.01362,28.0556,Low,Breath_holding,1,-0.264444,0.547519,0.0284444
5,DRIVING1,2013-11-1T11:36:44.000-05:00,4.61111,22.1036,36.5556,Low,Breath_holding,2,-0.0857778,0.624111,0.178667
5,DRIVING1,2013-11-1T11:36:45.000-05:00,57.7778,13.5833,53.1667,Low,Breathing_in,1,0.000666667,0.647335,0.0864444
5,DRIVING1,2013-11-1T11:36:46.000-05:00,-14.1765,17.8465,-71.9542,Low,Breathing_out,1,0.114353,0.63783,0.113686
5,DRIVING1,2013-11-1T11:36:47.000-05:00,-19.2778,9.16397,-5.10131,Low,Breath_holding,1,0.0135556,0.665846,-0.100797
5,DRIVING1,2013-11-1T11:36:48.000-05:00,37.6667,16.3605,56.9444,Low,Breathing_in,1,-0.0693333,0.69169,-0.0828889
5,DRIVING1,2013-11-1T11:36:49.000-05:00,1.22222,24.4984,-36.4444,Low,Breath_holding,1,0.302667,0.621373,0.372
5,DRIVING1,2013-11-1T11:36:50.000-05:00,-39.2222,4.69699,-40.4444,Low,Breath_holding,2,-0.229333,0.688251,-0.532
5,DRIVING1,2013-11-1T11:36:51.000-05:00,11.5,27.3947,50.7222,Low,Breathing_in,1,-0.184889,0.740997,0.0444444
5,DRIVING1,2013-11-1T11:36:52.000-05:00,34.2222,19.5805,22.7222,Low,Breath_holding,1,0.390222,0.602286,0.575111
5,DRIVING1,2013-11-1T11:36:53.000-05:00,-18.2353,9.7228,-52.4575,Low,Breathing_out,1,0.191765,0.655658,-0.198458
5,DRIVING1,2013-11-1T11:36:54.000-05:00,-16.8889,15.9683,1.34641,Low,Breath_holding,1,-0.309111,0.61094,-0.500876
5,DRIVING1,2013-11-1T11:36:55.000-05:00,56.5556,16.0631,73.4444,Low,Breathing_in,1,-0.125778,0.639597,0.183333
5,DRIVING1,2013-11-1T11:36:56.000-05:00,-25.9444,25.607,-82.5,Low,Breathing_out,1,0.291333,0.575108,0.417111
5,DRIVING1,2013-11-1T11:36:57.000-05:00,-52.0556,3.48763,-26.1111,Low,Breath_holding,1,0.214667,0.601512,-0.0766667
5,DRIVING1,2013-11-1T11:36:58.000-05:00,17.6111,26.9467,69.6667,Low,Breathing_in,1,0.0622222,0.631682,-0.152444
5,DRIVING1,2013-11-1T11:36:59.000-05:00,-5.66667,26.198,-23.2778,Low,Breath_holding,1,-0.218667,0.595855,-0.280889
5,DRIVING1,2013-11-1T11:37:00.000-05:00,-30.9412,11.634,-25.2745,Low,Breath_holding,2,0.0315294,0.649639,0.250196
