subject,session,UTC_Timestamp,ECG_mean,ECG_stdev,ECG_1std
26,DRIVING1,2014-3-3T11:32:53.000-05:00,2046.46,12.2674,-0.432
26,DRIVING1,2014-3-3T11:32:54.000-05:00,2046.9,11.7245,0.448
26,DRIVING1,2014-3-3T11:32:55.000-05:00,2046.46,10.4042,-0.448
26,DRIVING1,2014-3-3T11:32:56.000-05:00,2046.84,10.9211,0.384
26,DRIVING1,2014-3-3T11:32:57.000-05:00,2046.54,11.9723,-0.304
26,DRIVING1,2014-3-3T11:32:58.000-05:00,2046.7,29.3411,0.16
26,DRIVING1,2014-3-3T11:32:59.000-05:00,2046.65,11.7632,-0.048
26,DRIVING1,2014-3-3T11:33:00.000-05:00,2046.34,11.0396,-0.304
26,DRIVING1,2014-3-3T11:33:01.000-05:00,2046.92,12.6159,0.576
26,DRIVING1,2014-3-3T11:33:02.000-05:00,2046.78,12.803,-0.144
26,DRIVING1,2014-3-3T11:33:03.000-05:00,2046.81,12.1258,0.032
26,DRIVING1,2014-3-3T11:33:04.000-05:00,2046.62,10.9155,-0.192
26,DRIVING1,2014-3-3T11:33:05.000-05:00,2046.68,12.5077,0.064
26,DRIVING1,2014-3-3T11:33:06.000-05:00,2046.68,11.3994,0
26,DRIVING1,2014-3-3T11:33:07.000-05:00,2046.54,11.7457,-0.144
26,DRIVING1,2014-3-3T11:33:08.000-05:00,2046.7,12.3976,0.16
26,DRIVING1,2014-3-3T11:33:09.000-05:00,2046.89,11.1278,0.192
26,DRIVING1,2014-3-3T11:33:10.000-05:00,2046.6,11.2698,-0.288
26,DRIVING1,2014-3-3T11:33:11.000-05:00,2046.57,10.6496,-0.032
26,DRIVING1,2014-3-3T11:33:12.000-05:00,2046.7,11.7618,0.128
26,DRIVING1,2014-3-3T11:33:13.000-05:00,2047.9,13.061,1.2
26,DRIVING1,2014-3-3T11:33:14.000-05:00,2045.99,17.3567,-1.904
26,DRIVING1,2014-3-3T11:33:15.000-05:00,2046.68,12.4049,0.688
26,DRIVING1,2014-3-3T11:33:16.000-05:00,2046.63,11.4176,-0.048
26,DRIVING1,2014-3-3T11:33:17.000-05:00,2046.74,11.6013,0.112
26,DRIVING1,2014-3-3T11:33:18.000-05:00,2046.63,11.8737,-0.112
26,DRIVING1,2014-3-3T11:33:19.000-05:00,2046.41,14.1433,-0.224
26,DRIVING1,2014-3-3T11:33:20.000-05:00,2046.82,11.3095,0.416
26,DRIVING1,2014-3-3T11:33:21.000-05:00,2046.39,11.8179,-0.432
26,DRIVING1,2014-3-3T11:33:22.000-05:00,2046.76,11.6594,0.368
26,DRIVING1,2014-3-3T11:33:23.000-05:00,2046.65,12.1117,-0.112
26,DRIVING1,2014-3-3T11:33:24.000-05:00,2046.81,11.5028,0.16
26,DRIVING1,2014-3-3T11:33:25.000-05:00,2046.73,11.0384,-0.08
26,DRIVING1,2014-3-3T11:33:26.000-05:00,2046.58,10.6892,-0.144
26,DRIVING1,2014-3-3T11:33:27.000-05:00,2047.14,11.8299,0.56
26,DRIVING1,2014-3-3T11:33:28.000-05:00,2046.12,11.9864,-1.024
26,DRIVING1,2014-3-3T11:33:29.000-05:00,2046.81,19.7867,0.688
26,DRIVING1,2014-3-3T11:33:30.000-05:00,2047.32,28.2621,0.512
26,DRIVING1,2014-3-3T11:33:31.000-05:00,2046.2,15.0901,-1.12
26,DRIVING1,2014-3-3T11:33:32.000-05:00,2047.11,11.2137,0.912
26,DRIVING1,2014-3-3T11:33:33.000-05:00,2046.73,12.1322,-0.384
26,DRIVING1,2014-3-3T11:33:34.000-05:00,2046.52,11.6657,-0.208
26,DRIVING1,2014-3-3T11:33:35.000-05:00,2046.82,11.8187,0.304
26,DRIVING1,2014-3-3T11:33:36.000-05:00,2046.57,10.8106,-0.256
26,DRIVING1,2014-3-3T11:33:37.000-05:00,2046.87,11.6694,0.304
26,DRIVING1,2014-3-3T11:33:38.000-05:00,2046.73,11.0616,-0.144
26,DRIVING1,2014-3-3T11:33:39.000-05:00,2046.54,12.5873,-0.192
26,DRIVING1,2014-3-3T11:33:40.000-05:00,2046.46,10.897,-0.08
26,DRIVING1,2014-3-3T11:33:41.000-05:00,2046.63,10.646,0.176
26,DRIVING1,2014-3-3T11:33:42.000-05:00,2046.73,10.9919,0.096
26,DRIVING1,2014-3-3T11:33:43.000-05:00,2046.73,11.1365,0
26,DRIVING1,2014-3-3T11:33:44.000-05:00,2046.54,11.1302,-0.192
26,DRIVING1,2014-3-3T11:33:45.000-05:00,2046.76,11.5325,0.224
26,DRIVING1,2014-3-3T11:33:46.000-05:00,2046.62,12.2682,-0.144
26,DRIVING1,2014-3-3T11:33:47.000-05:00,2046.66,9.84109,0.048
26,DRIVING1,2014-3-3T11:33:48.000-05:00,2046.5,10.6528,-0.16
26,DRIVING1,2014-3-3T11:33:49.000-05:00,2046.92,11.6011,0.416
26,DRIVING1,2014-3-3T11:33:50.000-05:00,2046.7,11.1184,-0.224
26,DRIVING1,2014-3-3T11:33:51.000-05:00,2046.62,11.7295,-0.08
26,DRIVING1,2014-3-3T11:33:52.000-05:00,2046.87,11.9833,0.256
26,DRIVING1,2014-3-3T11:33:53.000-05:00,2046.74,11.7166,-0.128
26,DRIVING1,2014-3-3T11:33:54.000-05:00,2046.41,11.6139,-0.336
26,DRIVING1,2014-3-3T11:33:55.000-05:00,2047,11.8443,0.592
26,DRIVING1,2014-3-3T11:33:56.000-05:00,2046.81,10.4044,-0.192
26,DRIVING1,2014-3-3T11:33:57.000-05:00,2046.58,11.3625,-0.224
26,DRIVING1,2014-3-3T11:33:58.000-05:00,2046.74,29.7326,0.16
26,DRIVING1,2014-3-3T11:33:59.000-05:00,2046.63,11.7871,-0.112
26,DRIVING1,2014-3-3T11:34:00.000-05:00,2046.78,11.3285,0.144
26,DRIVING1,2014-3-3T11:34:01.000-05:00,2046.38,11.1855,-0.4
26,DRIVING1,2014-3-3T11:34:02.000-05:00,2046.86,12.0125,0.48
26,DRIVING1,2014-3-3T11:34:03.000-05:00,2046.94,11.3022,0.08
26,DRIVING1,2014-3-3T11:34:04.000-05:00,2046.94,11.8171,0
26,DRIVING1,2014-3-3T11:34:05.000-05:00,2046.66,10.3792,-0.272
26,DRIVING1,2014-3-3T11:34:06.000-05:00,2047.03,12.3677,0.368
26,DRIVING1,2014-3-3T11:34:07.000-05:00,2046.54,11.1761,-0.496
26,DRIVING1,2014-3-3T11:34:08.000-05:00,2046.7,11.5032,0.16
26,DRIVING1,2014-3-3T11:34:09.000-05:00,2046.44,10.8579,-0.256
26,DRIVING1,2014-3-3T11:34:10.000-05:00,2046.58,11.0773,0.144
26,DRIVING1,2014-3-3T11:34:11.000-05:00,2046.66,11.0424,0.08
26,DRIVING1,2014-3-3T11:34:12.000-05:00,2046.78,12.4379,0.112
26,DRIVING1,2014-3-3T11:34:13.000-05:00,2046.6,12.4823,-0.176
26,DRIVING1,2014-3-3T11:34:14.000-05:00,2046.78,11.1863,0.176
26,DRIVING1,2014-3-3T11:34:15.000-05:00,2046.78,11.602,0
26,DRIVING1,2014-3-3T11:34:16.000-05:00,2046.97,11.9411,0.192
26,DRIVING1,2014-3-3T11:34:17.000-05:00,2046.36,10.6601,-0.608
26,DRIVING1,2014-3-3T11:34:18.000-05:00,2046.73,11.2736,0.368
26,DRIVING1,2014-3-3T11:34:19.000-05:00,2046.62,9.81654,-0.112
26,DRIVING1,2014-3-3T11:34:20.000-05:00,2046.66,11.4856,0.048
26,DRIVING1,2014-3-3T11:34:21.000-05:00,2046.79,11.1551,0.128
26,DRIVING1,2014-3-3T11:34:22.000-05:00,2046.63,11.9275,-0.16
26,DRIVING1,2014-3-3T11:34:23.000-05:00,2046.79,11.682,0.16
26,DRIVING1,2014-3-3T11:34:24.000-05:00,2046.62,10.074,-0.176
26,DRIVING1,2014-3-3T11:34:25.000-05:00,2046.89,11.6064,0.272
26,DRIVING1,2014-3-3T11:34:26.000-05:00,2046.71,10.5488,-0.176
26,DRIVING1,2014-3-3T11:34:27.000-05:00,2046.81,12.3921,0.096
26,DRIVING1,2014-3-3T11:34:28.000-05:00,2046.54,10.8389,-0.272
26,DRIVING1,2014-3-3T11:34:29.000-05:00,2046.66,10.7308,0.128
26,DRIVING1,2014-3-3T11:34:30.000-05:00,2046.62,12.6686,-0.048
26,DRIVING1,2014-3-3T11:34:31.000-05:00,2046.76,10.4188,0.144
26,DRIVING1,2014-3-3T11:34:32.000-05:00,2046.94,10.6311,0.176
26,DRIVING1,2014-3-3T11:34:33.000-05:00,2046.68,12.3842,-0.256
26,DRIVING1,2014-3-3T11:34:34.000-05:00,2047.02,10.58,0.336
26,DRIVING1,2014-3-3T11:34:35.000-05:00,2046.44,12.1592,-0.576
26,DRIVING1,2014-3-3T11:34:36.000-05:00,2046.74,11.2427,0.304
26,DRIVING1,2014-3-3T11:34:37.000-05:00,2046.55,10.9013,-0.192
26,DRIVING1,2014-3-3T11:34:38.000-05:00,2046.58,11.2379,0.032
26,DRIVING1,2014-3-3T11:34:39.000-05:00,2046.82,11.2698,0.24
26,DRIVING1,2014-3-3T11:34:40.000-05:00,2046.82,11.8187,0
26,DRIVING1,2014-3-3T11:34:41.000-05:00,2046.5,10.5198,-0.32
26,DRIVING1,2014-3-3T11:34:42.000-05:00,2046.36,12.8489,-0.144
26,DRIVING1,2014-3-3T11:34:43.000-05:00,2046.98,13.6212,0.624
26,DRIVING1,2014-3-3T11:34:44.000-05:00,2046.38,12.6615,-0.608
26,DRIVING1,2014-3-3T11:34:45.000-05:00,2047.13,10.7085,0.752
26,DRIVING1,2014-3-3T11:34:46.000-05:00,2046.86,11.7811,-0.272
26,DRIVING1,2014-3-3T11:34:47.000-05:00,2046.92,12.135,0.064
26,DRIVING1,2014-3-3T11:34:48.000-05:00,2046.62,10.9214,-0.304
26,DRIVING1,2014-3-3T11:34:49.000-05:00,2046.84,10.5151,0.224
26,DRIVING1,2014-3-3T11:34:50.000-05:00,2046.52,10.8706,-0.32
26,DRIVING1,2014-3-3T11:34:51.000-05:00,2046.82,11.1729,0.304
26,DRIVING1,2014-3-3T11:34:52.000-05:00,2046.65,11.7359,-0.176
26,DRIVING1,2014-3-3T11:34:53.000-05:00,2046.7,11.4026,0.048
26,DRIVING1,2014-3-3T11:34:54.000-05:00,2046.33,11.6178,-0.368
26,DRIVING1,2014-3-3T11:34:55.000-05:00,2047.35,12.563,1.024
26,DRIVING1,2014-3-3T11:34:56.000-05:00,2046.71,11.1045,-0.64
26,DRIVING1,2014-3-3T11:34:57.000-05:00,2046.7,10.815,-0.016
26,DRIVING1,2014-3-3T11:34:58.000-05:00,2046.79,29.3136,0.096
26,DRIVING1,2014-3-3T11:34:59.000-05:00,2046.39,10.4865,-0.4
26,DRIVING1,2014-3-3T11:35:00.000-05:00,2046.97,9.98554,0.576
26,DRIVING1,2014-3-3T11:35:01.000-05:00,2046.6,10.8355,-0.368
26,DRIVING1,2014-3-3T11:35:02.000-05:00,2046.66,10.3483,0.064
26,DRIVING1,2014-3-3T11:35:03.000-05:00,2046.49,11.0212,-0.176
26,DRIVING1,2014-3-3T11:35:04.000-05:00,2046.57,10.7095,0.08
26,DRIVING1,2014-3-3T11:35:05.000-05:00,2046.58,10.7191,0.016
26,DRIVING1,2014-3-3T11:35:06.000-05:00,2046.84,10.7081,0.256
26,DRIVING1,2014-3-3T11:35:07.000-05:00,2047,10.9105,0.16
26,DRIVING1,2014-3-3T11:35:08.000-05:00,2046.6,11.1154,-0.4
26,DRIVING1,2014-3-3T11:35:09.000-05:00,2046.62,11.222,0.016
26,DRIVING1,2014-3-3T11:35:10.000-05:00,2047,11.7358,0.384
26,DRIVING1,2014-3-3T11:35:11.000-05:00,2046.57,11.1544,-0.432
26,DRIVING1,2014-3-3T11:35:12.000-05:00,2046.86,10.5366,0.288
26,DRIVING1,2014-3-3T11:35:13.000-05:00,2046.58,10.4101,-0.272
26,DRIVING1,2014-3-3T11:35:14.000-05:00,2046.81,11.8428,0.224
26,DRIVING1,2014-3-3T11:35:15.000-05:00,2046.7,10.654,-0.112
26,DRIVING1,2014-3-3T11:35:16.000-05:00,2046.54,10.061,-0.16
26,DRIVING1,2014-3-3T11:35:17.000-05:00,2046.92,11.3219,0.384
26,DRIVING1,2014-3-3T11:35:18.000-05:00,2046.73,11.9515,-0.192
26,DRIVING1,2014-3-3T11:35:19.000-05:00,2046.66,12.1937,-0.064
26,DRIVING1,2014-3-3T11:35:20.000-05:00,2046.76,11.3929,0.096
26,DRIVING1,2014-3-3T11:35:21.000-05:00,2046.74,11.8416,-0.016
26,DRIVING1,2014-3-3T11:35:22.000-05:00,2046.78,11.1691,0.032
26,DRIVING1,2014-3-3T11:35:23.000-05:00,2046.58,12.3244,-0.192
26,DRIVING1,2014-3-3T11:35:24.000-05:00,2046.87,11.2733,0.288
26,DRIVING1,2014-3-3T11:35:25.000-05:00,2046.76,10.1386,-0.112
26,DRIVING1,2014-3-3T11:35:26.000-05:00,2046.97,10.6372,0.208
26,DRIVING1,2014-3-3T11:35:27.000-05:00,2046.94,10.7983,-0.032
26,DRIVING1,2014-3-3T11:35:28.000-05:00,2046.57,10.775,-0.368
26,DRIVING1,2014-3-3T11:35:29.000-05:00,2046.74,11.2028,0.176
26,DRIVING1,2014-3-3T11:35:30.000-05:00,2046.82,11.3716,0.08
26,DRIVING1,2014-3-3T11:35:31.000-05:00,2046.76,9.9087,-0.064
26,DRIVING1,2014-3-3T11:35:32.000-05:00,2046.76,11.12,0
26,DRIVING1,2014-3-3T11:35:33.000-05:00,2046.82,10.6569,0.064
26,DRIVING1,2014-3-3T11:35:34.000-05:00,2046.41,11.17,-0.416
26,DRIVING1,2014-3-3T11:35:35.000-05:00,2046.86,11.4561,0.448
26,DRIVING1,2014-3-3T11:35:36.000-05:00,2047.08,10.3411,0.224
26,DRIVING1,2014-3-3T11:35:37.000-05:00,2046.78,12.1674,-0.304
26,DRIVING1,2014-3-3T11:35:38.000-05:00,2046.87,10.3684,0.096
26,DRIVING1,2014-3-3T11:35:39.000-05:00,2046.63,10.1158,-0.24
26,DRIVING1,2014-3-3T11:35:40.000-05:00,2046.62,12.3617,-0.016
26,DRIVING1,2014-3-3T11:35:41.000-05:00,2046.76,10.5105,0.144
26,DRIVING1,2014-3-3T11:35:42.000-05:00,2046.62,11.6857,-0.144
26,DRIVING1,2014-3-3T11:35:43.000-05:00,2047.14,10.4695,0.528
26,DRIVING1,2014-3-3T11:35:44.000-05:00,2046.74,11.5516,-0.4
26,DRIVING1,2014-3-3T11:35:45.000-05:00,2046.68,11.7368,-0.064
26,DRIVING1,2014-3-3T11:35:46.000-05:00,2046.7,10.7735,0.016
26,DRIVING1,2014-3-3T11:35:47.000-05:00,2046.94,12.5014,0.24
26,DRIVING1,2014-3-3T11:35:48.000-05:00,2047.16,11.827,0.224
26,DRIVING1,2014-3-3T11:35:49.000-05:00,2046.71,12.1028,-0.448
26,DRIVING1,2014-3-3T11:35:50.000-05:00,2046.46,10.7193,-0.256
26,DRIVING1,2014-3-3T11:35:51.000-05:00,2046.86,10.8242,0.4
26,DRIVING1,2014-3-3T11:35:52.000-05:00,2046.97,11.6865,0.112
26,DRIVING1,2014-3-3T11:35:53.000-05:00,2046.81,12.1416,-0.16
26,DRIVING1,2014-3-3T11:35:54.000-05:00,2046.65,10.9925,-0.16
26,DRIVING1,2014-3-3T11:35:55.000-05:00,2046.63,11.8952,-0.016
26,DRIVING1,2014-3-3T11:35:56.000-05:00,2046.81,11.7614,0.176
26,DRIVING1,2014-3-3T11:35:57.000-05:00,2047.08,11.1682,0.272
26,DRIVING1,2014-3-3T11:35:58.000-05:00,2046.94,31.4268,-0.144
26,DRIVING1,2014-3-3T11:35:59.000-05:00,2046.5,11.9389,-0.432
26,DRIVING1,2014-3-3T11:36:00.000-05:00,2046.65,11.9306,0.144
26,DRIVING1,2014-3-3T11:36:01.000-05:00,2046.76,10.8579,0.112
26,DRIVING1,2014-3-3T11:36:02.000-05:00,2046.81,11.8265,0.048
26,DRIVING1,2014-3-3T11:36:03.000-05:00,2046.62,11.5646,-0.192
26,DRIVING1,2014-3-3T11:36:04.000-05:00,2047.35,11.6319,0.736
26,DRIVING1,2014-3-3T11:36:05.000-05:00,2046.7,12.2574,-0.656
26,DRIVING1,2014-3-3T11:36:06.000-05:00,2046.79,11.1551,0.096
26,DRIVING1,2014-3-3T11:36:07.000-05:00,2046.9,11.7898,0.112
26,DRIVING1,2014-3-3T11:36:08.000-05:00,2046.86,11.7648,-0.048
26,DRIVING1,2014-3-3T11:36:09.000-05:00,2046.76,10.8932,-0.096
26,DRIVING1,2014-3-3T11:36:10.000-05:00,2046.65,11.8337,-0.112
26,DRIVING1,2014-3-3T11:36:11.000-05:00,2046.89,10.8246,0.24
26,DRIVING1,2014-3-3T11:36:12.000-05:00,2046.94,12.227,0.048
26,DRIVING1,2014-3-3T11:36:13.000-05:00,2046.79,11.0398,-0.144
26,DRIVING1,2014-3-3T11:36:14.000-05:00,2046.89,12.2136,0.096
26,DRIVING1,2014-3-3T11:36:15.000-05:00,2046.36,10.25,-0.528
26,DRIVING1,2014-3-3T11:36:16.000-05:00,2046.9,11.2167,0.544
26,DRIVING1,2014-3-3T11:36:17.000-05:00,2047,10.9164,0.096
26,DRIVING1,2014-3-3T11:36:18.000-05:00,2046.84,11.7128,-0.16
26,DRIVING1,2014-3-3T11:36:19.000-05:00,2046.5,10.1671,-0.336
26,DRIVING1,2014-3-3T11:36:20.000-05:00,2046.95,10.9602,0.448
26,DRIVING1,2014-3-3T11:36:21.000-05:00,2046.44,11.9522,-0.512
26,DRIVING1,2014-3-3T11:36:22.000-05:00,2046.95,11.339,0.512
