subject,session,UTC_Timestamp,HR,HR_1std,BR,BR_1std_General,Temperature,Temperature_1std,Posture,Posture_1std,Activity,Activity_1std,Acceleration,Acceleration_1std,Battery,Battery_1std,BR_Amplitude,BR_Amplitude_1std,ECG_Amplitude,ECG_Amplitude_1std,ECG_Noise,ECG_Noise_1std,XMin,XMin_1std,XPeak,XPeak_1std,YMin,YMin_1std,YPeak,YPeak_1std,ZMin,ZMin_1std,ZPeak,ZPeak_1std
5,PRE_SHAKING1,2013-11-1T11:27:47.000-05:00,197,0,13.4,0.1,19.3,0,-109,-4,3.86,-0.22,8.15,-0.51,4.068,0,0.055,0.006,0.000202,0,0.009617,0.000275,-5.73,0.66,8.62,0.2,-1.26,-0.41,3.75,-1.69,-4.75,1.59,4.26,-0.62
5,PRE_SHAKING1,2013-11-1T11:27:48.000-05:00,197,0,13.5,0.1,19.3,0,-111,-2,3.69,-0.17,7.20,-0.95,4.068,0,0.052,-0.003,0.000202,0,0.009054,-0.000563,-5.73,0,7.65,-0.97,-0.55,0.71,3.44,-0.31,-4.85,-0.1,4.26,0
5,PRE_SHAKING1,2013-11-1T11:27:49.000-05:00,197,0,13.5,0,19.3,0,97,208,3.35,-0.34,7.16,-0.04,4.068,0,0.058,0.006,0.000202,0,0.009111,5.7e-005,-5.93,-0.2,6.57,-1.08,-0.24,0.31,3.70,0.26,-5.67,-0.82,3.96,-0.3
5,PRE_SHAKING1,2013-11-1T11:27:50.000-05:00,197,0,13.7,0.2,19.3,0,105,8,3.63,0.28,8.24,1.08,4.068,0,0.061,0.003,0.000202,0,0.009501,0.00039,-6.03,-0.1,8.52,1.95,-0.85,-0.61,5.55,1.85,-5.21,0.46,4.78,0.82
5,BASELINE1,2013-11-1T11:32:41.000-05:00,85,-112,16.3,2.6,31.4,12.1,-107,-212,0.03,-3.6,0.05,-8.19,4.064,-0.004,0.028,-0.033,0.003725,0.003523,0.000158,-0.009343,0.32,6.35,0.37,-8.15,-1.06,-0.21,-1.01,-6.56,0.01,5.22,0.06,-4.72
5,BASELINE1,2013-11-1T11:32:42.000-05:00,87,2,16.7,0.4,31.4,0,-108,-1,0.03,0,0.03,-0.02,4.064,0,0.027,-0.001,0.003696,-2.9e-005,0.000144,-1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:43.000-05:00,87,0,17.0,0.3,31.4,0,-108,0,0.01,-0.02,0.05,0.02,4.064,0,0.027,0,0.003696,0,0.000115,-2.9e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:44.000-05:00,85,-2,17.3,0.3,31.4,0,-108,0,0.01,0,0.03,-0.02,4.064,0,0.025,-0.002,0.003797,0.000101,0.000101,-1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:45.000-05:00,84,-1,17.4,0.1,31.4,0,-108,0,0.00,-0.01,0.03,0,4.064,0,0.026,0.001,0.003797,0,0.000086,-1.5e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:46.000-05:00,84,0,17.5,0.1,31.4,0,-108,0,0.00,0,0.05,0.02,4.064,0,0.025,-0.001,0.003667,-0.00013,0.000101,1.5e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:47.000-05:00,84,0,17.5,0,31.4,0,-108,0,0.00,0,0.05,0,4.064,0,0.023,-0.002,0.003667,0,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:48.000-05:00,83,-1,17.6,0.1,31.4,0,-108,0,0.00,0,0.03,-0.02,4.064,0,0.022,-0.001,0.003610,-5.7e-005,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:49.000-05:00,86,3,17.5,-0.1,31.4,0,-108,0,0.00,0,0.03,0,4.064,0,0.022,0,0.003610,0,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:50.000-05:00,87,1,17.4,-0.1,31.4,0,-108,0,0.00,0,0.06,0.03,4.064,0,0.022,0,0.003610,0,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:51.000-05:00,87,0,17.3,-0.1,31.4,0,-108,0,0.00,0,0.03,-0.03,4.064,0,0.021,-0.001,0.003610,0,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:52.000-05:00,83,-4,17.4,0.1,31.4,0,-108,0,0.00,0,0.03,0,4.064,0,0.022,0.001,0.003754,0.000144,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:32:53.000-05:00,80,-3,17.5,0.1,31.4,0,-108,0,0.00,0,0.03,0,4.064,0,0.021,-0.001,0.003754,0,0.000101,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:32:54.000-05:00,80,0,17.6,0.1,31.7,0.3,-108,0,0.00,0,0.03,0,4.065,0.001,0.020,-0.001,0.003740,-1.4e-005,0.000115,1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:55.000-05:00,83,3,17.7,0.1,31.7,0,-108,0,0.00,0,0.03,0,4.065,0,0.019,-0.001,0.003740,0,0.000115,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:56.000-05:00,81,-2,17.7,0,31.7,0,-108,0,0.00,0,0.03,0,4.063,-0.002,0.018,-0.001,0.003725,-1.5e-005,0.000101,-1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:32:57.000-05:00,78,-3,17.5,-0.2,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.021,0.003,0.003725,0,0.000115,1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:32:58.000-05:00,79,1,17.2,-0.3,31.7,0,-108,0,0.00,-0.01,0.05,0.02,4.063,0,0.021,0,0.003638,-8.7e-005,0.000115,0,0.26,-0.06,0.37,0,-1.06,0,-0.96,0.05,-0.03,-0.04,0.06,0.05
5,BASELINE1,2013-11-1T11:32:59.000-05:00,80,1,16.9,-0.3,31.7,0,-108,0,0.00,0,0.03,-0.02,4.063,0,0.022,0.001,0.003638,0,0.000101,-1.4e-005,0.32,0.06,0.37,0,-1.06,0,-1.01,-0.05,0.01,0.04,0.06,0
5,BASELINE1,2013-11-1T11:32:60.000-05:00,80,0,16.7,-0.2,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.023,0.001,0.003711,7.3e-005,0.000129,2.8e-005,0.32,0,0.37,0,-1.01,0.05,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:01.000-05:00,79,-1,16.6,-0.1,31.7,0,-108,0,0.02,0.02,0.03,0,4.063,0,0.025,0.002,0.003711,0,0.000101,-2.8e-005,0.32,0,0.37,0,-1.01,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:02.000-05:00,77,-2,16.4,-0.2,31.7,0,-108,0,0.01,-0.01,0.03,0,4.063,0,0.026,0.001,0.003768,5.7e-005,0.000101,0,0.32,0,0.37,0,-1.06,-0.05,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:03.000-05:00,75,-2,16.4,0,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.025,-0.001,0.003768,0,0.000115,1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:33:04.000-05:00,72,-3,16.3,-0.1,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.026,0.001,0.003797,2.9e-005,0.000115,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:05.000-05:00,72,0,16.2,-0.1,31.7,0,-108,0,0.01,0,0.03,0,4.063,0,0.024,-0.002,0.003797,0,0.000129,1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:06.000-05:00,72,0,16.1,-0.1,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.025,0.001,0.003913,0.000116,0.000115,-1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:07.000-05:00,73,1,16.0,-0.1,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.024,-0.001,0.003913,0,0.000115,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:33:08.000-05:00,73,0,16.0,0,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.026,0.002,0.003812,-0.000101,0.000144,2.9e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:33:09.000-05:00,75,2,16.0,0,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.024,-0.002,0.003812,0,0.000144,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:10.000-05:00,75,0,16.0,0,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.025,0.001,0.003768,-4.4e-005,0.000144,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:11.000-05:00,74,-1,16.0,0,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.024,-0.001,0.003768,0,0.000129,-1.5e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:12.000-05:00,74,0,16.0,0,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.026,0.002,0.003783,1.5e-005,0.000129,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:13.000-05:00,76,2,16.0,0,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.025,-0.001,0.003783,0,0.000129,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:14.000-05:00,77,1,16.0,0,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.025,0,0.003841,5.8e-005,0.000129,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:15.000-05:00,79,2,16.2,0.2,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.027,0.002,0.003841,0,0.000158,2.9e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:16.000-05:00,80,1,16.5,0.3,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.025,-0.002,0.003754,-8.7e-005,0.000158,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:17.000-05:00,79,-1,16.8,0.3,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.026,0.001,0.003754,0,0.000129,-2.9e-005,0.32,0,0.37,0,-1.01,0.05,-1.01,0,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:18.000-05:00,76,-3,17.0,0.2,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.027,0.001,0.003754,0,0.000144,1.5e-005,0.32,0,0.37,0,-1.06,-0.05,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:19.000-05:00,76,0,17.2,0.2,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.025,-0.002,0.003754,0,0.000144,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:33:20.000-05:00,81,5,17.1,-0.1,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.029,0.004,0.003754,0,0.000144,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:33:21.000-05:00,82,1,16.8,-0.3,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.027,-0.002,0.003754,0,0.000144,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:22.000-05:00,81,-1,16.6,-0.2,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.027,0,0.003754,0,0.000129,-1.5e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:23.000-05:00,81,0,16.6,0,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.030,0.003,0.003754,0,0.000129,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0
5,BASELINE1,2013-11-1T11:33:24.000-05:00,82,1,16.8,0.2,31.7,0,-108,0,0.00,-0.01,0.03,0,4.063,0,0.029,-0.001,0.003638,-0.000116,0.000129,0,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:25.000-05:00,81,-1,16.9,0.1,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.030,0.001,0.003638,0,0.000129,0,0.32,0,0.37,0,-1.06,0,-0.96,0.05,0.01,0,0.01,0
5,BASELINE1,2013-11-1T11:33:26.000-05:00,78,-3,17.0,0.1,31.7,0,-108,0,0.00,0,0.03,0,4.063,0,0.030,0,0.003797,0.000159,0.000144,1.5e-005,0.32,0,0.37,0,-1.06,0,-1.01,-0.05,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:27.000-05:00,77,-1,17.1,0.1,31.7,0,-108,0,0.01,0.01,0.03,0,4.063,0,0.030,0,0.003797,0,0.000129,-1.5e-005,0.32,0,0.37,0,-1.01,0.05,-1.01,0,-0.03,-0.04,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:28.000-05:00,77,0,17.2,0.1,31.7,0,-108,0,0.00,-0.01,0.03,0,4.061,-0.002,0.030,0,0.003797,0,0.000129,0,0.32,0,0.37,0,-1.06,-0.05,-1.01,0,0.01,0.04,0.01,0
5,BASELINE1,2013-11-1T11:33:29.000-05:00,77,0,17.3,0.1,31.7,0,-108,0,0.01,0.01,0.08,0.05,4.061,0,0.029,-0.001,0.003797,0,0.000115,-1.4e-005,0.21,-0.11,0.37,0,-1.06,0,-0.96,0.05,-0.08,-0.09,0.06,0.05
5,BASELINE1,2013-11-1T11:33:30.000-05:00,78,1,17.2,-0.1,31.7,0,-108,0,0.02,0.01,0.05,-0.03,4.061,0,0.031,0.002,0.003797,0,0.000115,0,0.32,0.11,0.37,0,-1.06,0,-1.01,-0.05,0.01,0.09,0.06,0
5,BASELINE1,2013-11-1T11:33:31.000-05:00,79,1,17.0,-0.2,31.7,0,-108,0,0.01,-0.01,0.03,-0.02,4.061,0,0.029,-0.002,0.003797,0,0.000115,0,0.32,0,0.37,0,-1.01,0.05,-1.01,0,0.01,0,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:32.000-05:00,80,1,16.8,-0.2,31.7,0,-108,0,0.01,0,0.03,0,4.061,0,0.031,0.002,0.003797,0,0.000115,0,0.26,-0.06,0.37,0,-1.06,-0.05,-1.01,0,-0.03,-0.04,0.06,0.05
5,BASELINE1,2013-11-1T11:33:33.000-05:00,81,1,16.7,-0.1,31.7,0,-108,0,0.01,0,0.03,0,4.061,0,0.031,0,0.003797,0,0.000129,1.4e-005,0.32,0.06,0.37,0,-1.06,0,-1.01,0,0.01,0.04,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:34.000-05:00,82,1,16.9,0.2,31.7,0,-108,0,0.02,0.01,0.05,0.02,4.061,0,0.030,-0.001,0.003797,0,0.000115,-1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,-0.03,-0.04,0.06,0.05
5,BASELINE1,2013-11-1T11:33:35.000-05:00,80,-2,17.1,0.2,31.7,0,-108,0,0.01,-0.01,0.08,0.03,4.061,0,0.031,0.001,0.003797,0,0.000115,0,0.21,-0.11,0.37,0,-1.06,0,-0.96,0.05,-0.08,-0.05,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:36.000-05:00,79,-1,17.3,0.2,31.7,0,-108,0,0.01,0,0.03,-0.05,4.061,0,0.030,-0.001,0.003797,0,0.000129,1.4e-005,0.26,0.05,0.37,0,-1.06,0,-1.01,-0.05,-0.03,0.05,0.06,0.05
5,BASELINE1,2013-11-1T11:33:37.000-05:00,78,-1,17.3,0,31.7,0,-108,0,0.01,0,0.03,0,4.061,0,0.031,0.001,0.003797,0,0.000115,-1.4e-005,0.32,0.06,0.37,0,-1.06,0,-1.01,0,-0.03,0,0.06,0
5,BASELINE1,2013-11-1T11:33:38.000-05:00,78,0,17.3,0,31.7,0,-108,0,0.00,-0.01,0.03,0,4.061,0,0.029,-0.002,0.003797,0,0.000129,1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0.04,0.01,-0.05
5,BASELINE1,2013-11-1T11:33:39.000-05:00,75,-3,17.3,0,31.7,0,-108,0,0.00,0,0.05,0.02,4.061,0,0.028,-0.001,0.003797,0,0.000115,-1.4e-005,0.32,0,0.37,0,-1.06,0,-1.01,0,0.01,0,0.06,0.05
5,BASELINE1,2013-11-1T11:33:40.000-05:00,72,-3,17.3,0,31.7,0,-108,0,0.01,0.01,0.03,-0.02,4.061,0,0.026,-0.002,0.003797,0,0.000115,0,0.26,-0.06,0.37,0,-1.06,0,-0.96,0.05,0.01,0,0.06,0
5,DRIVING1,2013-11-1T11:35:11.000-05:00,94,22,24.8,7.5,31.7,0,-102,6,0.03,0.02,0.06,0.03,4.061,0,0.032,0.006,0.003725,-7.2e-005,0.000187,7.2e-005,0.21,-0.05,0.32,-0.05,-1.06,0,-1.01,-0.05,0.06,0.05,0.11,0.05
5,DRIVING1,2013-11-1T11:35:12.000-05:00,95,1,24.8,0,31.7,0,-104,-2,0.03,0,0.05,-0.01,4.061,0,0.034,0.002,0.003725,0,0.000187,0,0.26,0.05,0.32,0,-1.06,0,-1.01,0,0.06,0,0.11,0
5,DRIVING1,2013-11-1T11:35:13.000-05:00,97,2,24.9,0.1,31.7,0,-104,0,0.01,-0.02,0.02,-0.03,4.061,0,0.033,-0.001,0.003725,0,0.000202,1.5e-005,0.26,0,0.26,-0.06,-1.06,0,-1.06,-0.05,0.06,0,0.11,0
5,DRIVING1,2013-11-1T11:35:14.000-05:00,99,2,24.9,0,31.7,0,-104,0,0.01,0,0.02,0,4.061,0,0.031,-0.002,0.003725,0,0.000187,-1.5e-005,0.26,0,0.26,0,-1.06,0,-1.06,0,0.06,0,0.11,0
5,DRIVING1,2013-11-1T11:35:15.000-05:00,101,2,24.8,-0.1,31.7,0,-104,0,0.06,0.05,0.08,0.06,4.061,0,0.031,0,0.003725,0,0.000259,7.2e-005,0.16,-0.1,0.32,0.06,-1.06,0,-1.01,0.05,0.01,-0.05,0.16,0.05
5,DRIVING1,2013-11-1T11:35:16.000-05:00,103,2,24.7,-0.1,31.7,0,-102,2,0.09,0.03,0.16,0.08,4.061,0,0.032,0.001,0.003725,0,0.000245,-1.4e-005,0.11,-0.05,0.42,0.1,-1.11,-0.05,-0.96,0.05,-0.08,-0.09,0.21,0.05
5,DRIVING1,2013-11-1T11:35:17.000-05:00,104,1,24.6,-0.1,31.7,0,-101,1,0.04,-0.05,0.20,0.04,4.061,0,0.031,-0.001,0.003725,0,0.000187,-5.8e-005,0.11,0,0.21,-0.21,-1.11,0,-1.01,-0.05,0.06,0.14,0.26,0.05
5,DRIVING1,2013-11-1T11:35:18.000-05:00,99,-5,24.5,-0.1,31.7,0,-100,1,0.05,0.01,0.11,-0.09,4.061,0,0.030,-0.001,0.003725,0,0.000274,8.7e-005,0.11,0,0.21,0,-1.11,0,-1.06,-0.05,0.11,0.05,0.16,-0.1
5,DRIVING1,2013-11-1T11:35:19.000-05:00,95,-4,24.5,0,31.7,0,-97,3,0.10,0.05,0.30,0.19,4.061,0,0.033,0.003,0.003725,0,0.000519,0.000245,-0.14,-0.25,0.32,0.11,-1.16,-0.05,-1.01,0.05,-0.14,-0.25,0.11,-0.05
5,DRIVING1,2013-11-1T11:35:20.000-05:00,93,-2,24.4,-0.1,31.7,0,-97,0,0.06,-0.04,0.10,-0.2,4.061,0,0.030,-0.003,0.003725,0,0.000375,-0.000144,0.06,0.2,0.16,-0.16,-1.11,0.05,-1.06,-0.05,0.06,0.2,0.16,0.05
5,DRIVING1,2013-11-1T11:35:21.000-05:00,92,-1,24.4,0,31.7,0,-97,0,0.04,-0.02,0.11,0.01,4.061,0,0.026,-0.004,0.003725,0,0.000288,-8.7e-005,0.06,0,0.26,0.1,-1.11,0,-1.01,0.05,0.11,0.05,0.21,0.05
5,DRIVING1,2013-11-1T11:35:22.000-05:00,92,0,24.2,-0.2,31.7,0,-98,-1,0.06,0.02,0.11,0,4.061,0,0.029,0.003,0.003725,0,0.000361,7.3e-005,0.11,0.05,0.21,-0.05,-1.11,0,-1.01,0,0.16,0.05,0.26,0.05
5,DRIVING1,2013-11-1T11:35:23.000-05:00,93,1,24.0,-0.2,31.7,0,-98,0,0.04,-0.02,0.15,0.04,4.061,0,0.029,0,0.003725,0,0.000288,-7.3e-005,0.11,0,0.26,0.05,-1.11,0,-0.96,0.05,0.06,-0.1,0.26,0
