Timestamp,BR,RtoR
01/11/2013 11:26:09.900,0,0.336
01/11/2013 11:26:09.956,0,0.336
01/11/2013 11:26:10.012,0,0.336
01/11/2013 11:26:10.068,0,-0.22
01/11/2013 11:26:10.124,0,-0.22
01/11/2013 11:26:10.180,0,-0.22
01/11/2013 11:26:10.236,0,-0.22
01/11/2013 11:26:10.292,0,-0.22
01/11/2013 11:26:10.348,0,-0.22
01/11/2013 11:26:10.404,0,-0.22
01/11/2013 11:26:10.460,0,-0.22
01/11/2013 11:26:10.516,0,-0.22
01/11/2013 11:26:10.572,0,0.42
01/11/2013 11:26:10.628,0,0.42
01/11/2013 11:26:10.684,0,0.42
01/11/2013 11:26:10.740,0,0.42
01/11/2013 11:26:10.796,0,0.42
01/11/2013 11:26:10.852,0,-0.48
01/11/2013 11:26:10.908,0,-0.48
01/11/2013 11:26:10.964,0,-0.48
01/11/2013 11:26:11.020,0,-0.48
01/11/2013 11:26:11.076,0,0.184
01/11/2013 11:26:11.132,0,0.184
01/11/2013 11:26:11.188,0,0.184
01/11/2013 11:26:11.244,0,0.184
01/11/2013 11:26:11.300,0,0.184
01/11/2013 11:26:11.356,0,0.184
01/11/2013 11:26:11.412,0,0.184
01/11/2013 11:26:11.468,0,0.184
01/11/2013 11:26:11.524,0,0.184
01/11/2013 11:26:11.580,0,0.184
01/11/2013 11:26:11.636,0,0.184
01/11/2013 11:26:11.692,0,0.184
01/11/2013 11:26:11.748,0,0.184
01/11/2013 11:26:11.804,0,-0.828
01/11/2013 11:26:11.860,0,-0.828
01/11/2013 11:26:11.916,0,-0.828
01/11/2013 11:26:11.972,0,-0.828
01/11/2013 11:26:12.028,0,-0.828
01/11/2013 11:26:12.084,0,0.016
01/11/2013 11:26:12.140,0,0.016
01/11/2013 11:26:12.196,0,0.016
01/11/2013 11:26:12.252,0,0.016
01/11/2013 11:26:12.308,0,-0.348
01/11/2013 11:26:12.364,0,-0.348
01/11/2013 11:26:12.420,0,-0.348
01/11/2013 11:26:12.476,0,-0.348
01/11/2013 11:26:12.532,0,-0.348
01/11/2013 11:26:12.588,0,0.368
01/11/2013 11:26:12.644,0,0.368
01/11/2013 11:26:12.700,0,0.368
01/11/2013 11:26:12.756,0,0.368
01/11/2013 11:26:12.812,0,-0.04
01/11/2013 11:26:12.868,0,-0.04
01/11/2013 11:26:12.924,0,-0.04
01/11/2013 11:26:12.980,0,-0.04
01/11/2013 11:26:13.036,0,-0.04
01/11/2013 11:26:13.092,0,0.276
01/11/2013 11:26:13.148,0,0.276
01/11/2013 11:26:13.204,0,0.276
01/11/2013 11:26:13.260,0,0.276
01/11/2013 11:26:13.316,0,-0.28
01/11/2013 11:26:13.372,0,-0.28
01/11/2013 11:26:13.428,0,-0.28
01/11/2013 11:26:13.484,0,-0.28
01/11/2013 11:26:13.540,0,-0.28
01/11/2013 11:26:13.596,0,-0.28
01/11/2013 11:26:13.652,0,-0.28
01/11/2013 11:26:13.708,0,-0.28
01/11/2013 11:26:13.764,0,-0.28
01/11/2013 11:26:13.820,0,0.576
01/11/2013 11:26:13.876,0,0.576
01/11/2013 11:26:13.932,0,0.576
