subject,session,timestamp,gravity_x_LH,gravity_y_LH,gravity_z_LH,gravity_feature_LH,gravity_feature_level_LH,gravity_feature_LH_1std,gravity_trend_LH,gravity_trend_elapsed_time_LH,baseline_gravity_x_LH,baseline_gravity_y_LH,baseline_gravity_z_LH,gyro_x_LH,gyro_y_LH,gyro_z_LH,gyro_feature_LH,gyro_feature_level_LH,gyro_feature_LH_1std,gyro_trend_LH,gyro_trend_elapsed_time_LH,north_x_LH,north_y_LH,north_z_LH,gravity_x_head,gravity_y_head,gravity_z_head,gravity_feature_head,gravity_feature_level_head,gravity_feature_head_1std,gravity_trend_head,gravity_trend_elapsed_time_head,baseline_gravity_x_head,baseline_gravity_y_head,baseline_gravity_z_head,gyro_x_head,gyro_y_head,gyro_z_head,gyro_feature_head,gyro_feature_level_head,gyro_feature_head_1std,gyro_trend_head,gyro_trend_elapsed_time_head,north_x_head,north_y_head,north_z_head,gravity_x_foot,gravity_y_foot,gravity_z_foot,gravity_feature_foot,gravity_feature_level_foot,gravity_feature_foot_1std,gravity_trend_foot,gravity_trend_elapsed_time_foot,baseline_gravity_x_foot,baseline_gravity_y_foot,baseline_gravity_z_foot,gyro_x_foot,gyro_y_foot,gyro_z_foot,gyro_feature_foot,gyro_feature_level_foot,gyro_feature_foot_1std,gyro_trend_foot,gyro_trend_elapsed_time_foot,north_x_foot,north_y_foot,north_z_foot,gravity_x_RH,gravity_y_RH,gravity_z_RH,gravity_feature_RH,gravity_feature_level_RH,gravity_feature_RH_1std,gravity_trend_RH,gravity_trend_elapsed_time_RH,baseline_gravity_x_RH,baseline_gravity_y_RH,baseline_gravity_z_RH,gyro_x_RH,gyro_y_RH,gyro_z_RH,gyro_feature_RH,gyro_feature_level_RH,gyro_feature_RH_1std,gyro_trend_RH,gyro_trend_elapsed_time_RH,north_x_RH,north_y_RH,north_z_RH
5,BASELINE1,2013-11-01T11:32:40.000-05:00,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gravity_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gyro_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gravity_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gyro_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gravity_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gyro_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gravity_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,-1.#IND,Null_Gyro_level,-1.#IND,Plain,1,-1.#IND,-1.#IND,-1.#IND
5,BASELINE1,2013-11-01T11:32:41.000-05:00,0.7495,0.6045,0.26925,0,Low_deviation,-1.#IND,Plain,2,0.7495,0.6045,0.26925,0.013,0.0195,0.0145,0.00918634,Ignorable_fluctuation,-1.#IND,Plain,2,-0.13525,-0.3265,0.9355,-0.61875,0.74725,-0.24175,0,Low_deviation,-1.#IND,Plain,2,-0.61875,0.74725,-0.24175,-0.03775,-0.05725,-0.00825,0.0230234,Ignorable_fluctuation,-1.#IND,Plain,2,0.96875,-0.07125,0.23725,-0.122,0.9645,0.2335,0,Low_deviation,-1.#IND,Plain,2,-0.122,0.9645,0.2335,0.007,0.00275,-0.024,0.0083836,Ignorable_fluctuation,-1.#IND,Plain,2,0.308,0.17,-0.936,-0.666,0.66875,0.32975,0,Low_deviation,-1.#IND,Plain,2,-0.666,0.66875,0.32975,0.01225,-0.00875,-0.02825,0.0106702,Ignorable_fluctuation,-1.#IND,Plain,2,0.5535,-0.60725,0.57
5,BASELINE1,2013-11-01T11:32:42.000-05:00,0.7445,0.6105,0.2695,0,Low_deviation,0,Plain,3,0.7445,0.6105,0.2695,-0.00275,0.0145,-0.004,0.00509698,Ignorable_fluctuation,-0.00408937,Decrement,1,-0.13175,-0.3245,0.93675,-0.62475,0.747,-0.2285,0,Low_deviation,0,Plain,3,-0.62475,0.747,-0.2285,-0.06625,-0.00375,-0.03525,0.0250459,Ignorable_fluctuation,0.00202254,Increment,1,0.9765,-0.0785,0.20075,-0.12375,0.9645,0.233,0,Low_deviation,0,Plain,3,-0.12375,0.9645,0.233,0.00525,0.00875,-0.0175,0.00675257,Ignorable_fluctuation,-0.00163103,Decrement,1,0.31825,0.16775,-0.933,-0.659,0.66425,0.3515,0,Low_deviation,0,Plain,3,-0.659,0.66425,0.3515,0.008,0.00225,0.00025,0.00277138,Ignorable_fluctuation,-0.00789887,Decrement,1,0.5535,-0.60125,0.57625
5,BASELINE1,2013-11-01T11:32:43.000-05:00,0.747333,0.611333,0.257667,0,Low_deviation,0,Plain,4,0.747333,0.611333,0.257667,-0.007,0.0133333,0.013,0.00663139,Ignorable_fluctuation,0.00153441,Increment,1,-0.14,-0.319333,0.937333,-0.645333,0.730333,-0.224333,0,Low_deviation,0,Plain,4,-0.645333,0.730333,-0.224333,-0.0193333,-0.031,-0.0403333,0.0181401,Ignorable_fluctuation,-0.00690587,Decrement,1,0.982667,-0.0456667,0.177667,-0.119333,0.965333,0.231,0,Low_deviation,0,Plain,4,-0.119333,0.965333,0.231,0.00466667,0.0173333,-0.022,0.00946468,Ignorable_fluctuation,0.00271211,Increment,1,0.317,0.170667,-0.933,-0.667,0.657333,0.348667,0,Low_deviation,0,Plain,4,-0.667,0.657333,0.348667,0.00366667,-0.0193333,-0.00933333,0.00725973,Ignorable_fluctuation,0.00448835,Increment,1,0.552333,-0.601,0.577667
5,BASELINE1,2013-11-01T11:32:44.000-05:00,0.753,0.59925,0.2715,0,Low_deviation,0,Plain,5,0.753,0.59925,0.2715,0.016,0.021,0.025,0.0121198,Ignorable_fluctuation,0.00548838,Increment,2,-0.13875,-0.33,0.934,-0.64725,0.72925,-0.2215,0,Low_deviation,0,Plain,5,-0.64725,0.72925,-0.2215,-0.074,0.0135,-0.0275,0.0266969,Ignorable_fluctuation,0.0085568,Increment,1,0.985,-0.03825,0.16875,-0.12275,0.9645,0.23325,0,Low_deviation,0,Plain,5,-0.12275,0.9645,0.23325,0.00325,0.01675,-0.015,0.00757279,Ignorable_fluctuation,-0.00189189,Decrement,1,0.3115,0.17525,-0.93375,-0.676,0.65025,0.34525,0,Low_deviation,0,Plain,5,-0.676,0.65025,0.34525,0.01575,-0.00675,-0.02025,0.00884237,Ignorable_fluctuation,0.00158264,Increment,2,0.55425,-0.60075,0.57625
5,BASELINE1,2013-11-01T11:32:45.000-05:00,0.730333,0.632333,0.257667,0,Low_deviation,0,Plain,6,0.730333,0.632333,0.257667,0.013,0.0143333,0.0163333,0.00844079,Ignorable_fluctuation,-0.00367898,Decrement,1,-0.140333,-0.323333,0.936,-0.648333,0.728667,-0.221,0,Low_deviation,0,Plain,6,-0.648333,0.728667,-0.221,-0.0583333,0.02,-0.0353333,0.0236907,Ignorable_fluctuation,-0.00300621,Decrement,1,0.984333,-0.0426667,0.171667,-0.122333,0.964667,0.233333,0,Low_deviation,0,Plain,6,-0.122333,0.964667,0.233333,0.00333333,0.0153333,-0.0336667,0.0123813,Ignorable_fluctuation,0.00480849,Increment,1,0.301667,0.175333,-0.937,-0.660667,0.667333,0.343,0,Low_deviation,0,Plain,6,-0.660667,0.667333,0.343,0.011,0.001,-0.016,0.00648074,Ignorable_fluctuation,-0.00236163,Decrement,1,0.553333,-0.599667,0.578333
5,BASELINE1,2013-11-01T11:32:46.000-05:00,0.74825,0.60375,0.27425,0,Low_deviation,0,Plain,7,0.74825,0.60375,0.27425,0.0215,0.01425,0.062,0.0223838,Ignorable_fluctuation,0.013943,Increment,1,-0.141,-0.327,0.93425,-0.644,0.73175,-0.22325,0,Low_deviation,0,Plain,7,-0.644,0.73175,-0.22325,-0.05425,0.01925,-0.01925,0.0202325,Ignorable_fluctuation,-0.00345815,Decrement,2,0.98325,-0.052,0.175,-0.11975,0.96425,0.2365,0,Low_deviation,0,Plain,7,-0.11975,0.96425,0.2365,0.00375,0.00725,-0.0245,0.00860797,Ignorable_fluctuation,-0.00377331,Decrement,1,0.31025,0.17175,-0.935,-0.6705,0.65725,0.34325,0,Low_deviation,0,Plain,7,-0.6705,0.65725,0.34325,0.01325,-0.0145,-0.01925,0.00916742,Ignorable_fluctuation,0.00268668,Increment,1,0.5565,-0.6045,0.57
5,BASELINE1,2013-11-01T11:32:47.000-05:00,0.745,0.611333,0.265667,0,Low_deviation,0,Plain,8,0.745,0.611333,0.265667,-0.005,0.01,0.00766667,0.00451882,Ignorable_fluctuation,-0.017865,Decrement,1,-0.140333,-0.324667,0.935667,-0.634333,0.739,-0.226,0,Low_deviation,0,Plain,8,-0.634333,0.739,-0.226,-0.0723333,0.0213333,-0.00733333,0.0252565,Ignorable_fluctuation,0.00502396,Increment,1,0.981,-0.063,0.182667,-0.118333,0.965667,0.231667,0,Low_deviation,0,Plain,8,-0.118333,0.965667,0.231667,0.005,0.0106667,-0.0273333,0.0099213,Ignorable_fluctuation,0.00131332,Increment,1,0.311667,0.166667,-0.935,-0.670667,0.653,0.351,0,Low_deviation,0,Plain,8,-0.670667,0.653,0.351,0.0116667,0.00433333,-0.00733333,0.0048151,Ignorable_fluctuation,-0.00435232,Decrement,1,0.553,-0.606333,0.571333
5,BASELINE1,2013-11-01T11:32:48.000-05:00,0.739,0.615333,0.273667,0,Low_deviation,0,Plain,9,0.739,0.615333,0.273667,0.0246667,0.0246667,0.0176667,0.0130341,Ignorable_fluctuation,0.00851532,Increment,1,-0.143333,-0.321333,0.936,-0.626667,0.745,-0.228667,0,Low_deviation,0,Plain,9,-0.626667,0.745,-0.228667,-0.069,0.024,-0.0106667,0.0246098,Ignorable_fluctuation,-0.000646668,Decrement,1,0.978,-0.0833333,0.19,-0.119333,0.965333,0.232,0,Low_deviation,0,Plain,9,-0.119333,0.965333,0.232,0.00566667,0.00933333,-0.018,0.00701761,Ignorable_fluctuation,-0.00290368,Decrement,1,0.319667,0.174333,-0.931333,-0.669333,0.659333,0.342,0,Low_deviation,0,Plain,9,-0.669333,0.659333,0.342,0.0166667,-0.007,-0.027,0.0108309,Ignorable_fluctuation,0.00601581,Increment,1,0.554,-0.606333,0.570667
5,BASELINE1,2013-11-01T11:32:49.000-05:00,0.7455,0.61175,0.26275,0,Low_deviation,0,Plain,10,0.7455,0.61175,0.26275,-0.016,0.00325,-0.02925,0.011166,Ignorable_fluctuation,-0.0018681,Decrement,1,-0.14275,-0.32475,0.935,-0.62175,0.74875,-0.2295,0,Low_deviation,0,Plain,10,-0.62175,0.74875,-0.2295,-0.05375,0.00175,-0.0225,0.0194319,Ignorable_fluctuation,-0.00517793,Decrement,2,0.97575,-0.09275,0.1995,-0.12025,0.964,0.23725,0,Low_deviation,0,Plain,10,-0.12025,0.964,0.23725,0.004,0.0085,-0.0165,0.00632895,Ignorable_fluctuation,-0.000688669,Decrement,2,0.30875,0.17725,-0.9345,-0.6525,0.66475,0.36325,0,Low_deviation,0,Plain,10,-0.6525,0.66475,0.36325,0.01275,0.02475,0.03675,0.0153684,Ignorable_fluctuation,0.00453748,Increment,2,0.55275,-0.60225,0.57625
5,BASELINE1,2013-11-01T11:32:50.000-05:00,0.763667,0.582,0.278667,0,Low_deviation,0,Plain,11,0.763667,0.582,0.278667,0.0163333,0.02,0.052,0.0193528,Ignorable_fluctuation,0.00818676,Increment,1,-0.135333,-0.323667,0.936333,-0.621,0.75,-0.228667,0,Low_deviation,0,Plain,11,-0.621,0.75,-0.228667,-0.0726667,0.012,-0.021,0.0255287,Ignorable_fluctuation,0.00609687,Increment,1,0.976,-0.103,0.193667,-0.119333,0.963333,0.240667,0,Low_deviation,0,Plain,11,-0.119333,0.963333,0.240667,0.0126667,-0.00133333,-0.019,0.00762468,Ignorable_fluctuation,0.00129574,Increment,1,0.323333,0.170333,-0.930667,-0.675667,0.649,0.347667,0,Low_deviation,0,Plain,11,-0.675667,0.649,0.347667,0.0143333,-0.00966667,0.001,0.00577243,Ignorable_fluctuation,-0.00959596,Decrement,1,0.554667,-0.603,0.573333
5,BASELINE1,2013-11-01T11:32:51.000-05:00,0.74175,0.61775,0.25975,0,Low_deviation,0,Plain,12,0.74175,0.61775,0.25975,0.0015,0.01675,0.00525,0.00587249,Ignorable_fluctuation,-0.0134803,Decrement,1,-0.146,-0.327,0.934,-0.60975,0.75825,-0.23,0,Low_deviation,0,Plain,12,-0.60975,0.75825,-0.23,-0.06225,0.0185,-0.026,0.0233174,Ignorable_fluctuation,-0.00221132,Decrement,1,0.97375,-0.11775,0.19375,-0.117,0.9645,0.23675,0,Low_deviation,0,Plain,12,-0.117,0.9645,0.23675,0.01025,0.01325,-0.01675,0.00789647,Ignorable_fluctuation,0.000271782,Increment,2,0.31075,0.1665,-0.93575,-0.6515,0.67525,0.345,0,Low_deviation,0,Plain,12,-0.6515,0.67525,0.345,0.00675,-0.00275,-0.01875,0.00670562,Ignorable_fluctuation,0.000933182,Increment,1,0.556,-0.6075,0.56675
5,BASELINE1,2013-11-01T11:32:52.000-05:00,0.746667,0.608,0.268,0,Low_deviation,0,Plain,13,0.746667,0.608,0.268,0.00366667,0.0203333,-0.001,0.00689516,Ignorable_fluctuation,0.00102267,Increment,1,-0.141333,-0.325667,0.934667,-0.609667,0.758667,-0.23,0,Low_deviation,0,Plain,13,-0.609667,0.758667,-0.23,-0.0533333,0.056,-0.0236667,0.0269579,Ignorable_fluctuation,0.0036405,Increment,1,0.973,-0.123667,0.194667,-0.121333,0.964333,0.235333,0,Low_deviation,0,Plain,13,-0.121333,0.964333,0.235333,0.011,0.0123333,-0.0203333,0.00873407,Ignorable_fluctuation,0.000837603,Increment,3,0.311667,0.169667,-0.935,-0.675,0.654667,0.340333,0,Low_deviation,0,Plain,13,-0.675,0.654667,0.340333,0.015,-0.0226667,-0.044,0.0172394,Ignorable_fluctuation,0.0105338,Increment,2,0.558333,-0.601,0.572
5,BASELINE1,2013-11-01T11:32:53.000-05:00,0.74425,0.61625,0.2575,0,Low_deviation,0,Plain,14,0.74425,0.61625,0.2575,-0.01125,0.004,-0.0185,0.00733949,Ignorable_fluctuation,0.000444328,Increment,2,-0.1495,-0.323,0.9345,-0.60025,0.7655,-0.2325,0,Low_deviation,0,Plain,14,-0.60025,0.7655,-0.2325,-0.071,0.02875,-0.03075,0.0275139,Ignorable_fluctuation,0.000555985,Increment,2,0.9665,-0.139,0.215,-0.1175,0.96525,0.23375,0,Low_deviation,0,Plain,14,-0.1175,0.96525,0.23375,0.00925,0.0085,-0.02025,0.00794338,Ignorable_fluctuation,-0.000790692,Decrement,1,0.31475,0.1665,-0.93425,-0.65525,0.66375,0.3595,0,Low_deviation,0,Plain,14,-0.65525,0.66375,0.3595,0.0025,0.002,0.014,0.00478714,Ignorable_fluctuation,-0.0124523,Decrement,1,0.557,-0.60025,0.57325
5,BASELINE1,2013-11-01T11:32:54.000-05:00,0.747667,0.611333,0.257333,0,Low_deviation,0,Plain,15,0.747667,0.611333,0.257333,-0.0186667,0.012,-0.000333333,0.00739786,Ignorable_fluctuation,5.83782e-005,Increment,3,-0.142667,-0.327667,0.934,-0.603667,0.759667,-0.243,0,Low_deviation,0,Plain,15,-0.603667,0.759667,-0.243,-0.042,-0.00266667,-0.0153333,0.0149303,Ignorable_fluctuation,-0.0125836,Decrement,1,0.966333,-0.133667,0.219667,-0.118667,0.964667,0.234667,0,Low_deviation,0,Plain,15,-0.118667,0.964667,0.234667,0.004,0.012,-0.014,0.00628932,Ignorable_fluctuation,-0.00165406,Decrement,2,0.303667,0.172333,-0.937,-0.668667,0.655333,0.350667,0,Low_deviation,0,Plain,15,-0.668667,0.655333,0.350667,0.00833333,-0.0113333,-0.0133333,0.00646071,Ignorable_fluctuation,0.00167357,Increment,1,0.555667,-0.604333,0.571333
5,BASELINE1,2013-11-01T11:32:55.000-05:00,0.73825,0.62175,0.25975,0,Low_deviation,0,Plain,16,0.73825,0.62175,0.25975,0.00475,0.001,0.0075,0.00297793,Ignorable_fluctuation,-0.00441994,Decrement,1,-0.142,-0.3225,0.93575,-0.59875,0.7595,-0.25375,0,Low_deviation,0,Plain,16,-0.59875,0.7595,-0.25375,-0.053,0.01625,-0.03125,0.0212122,Ignorable_fluctuation,0.00628193,Increment,1,0.968,-0.13525,0.21225,-0.12075,0.96375,0.23775,0,Low_deviation,0,Plain,16,-0.12075,0.96375,0.23775,0.00625,0.008,-0.01675,0.00652878,Ignorable_fluctuation,0.000239462,Increment,1,0.3145,0.16875,-0.934,-0.67575,0.644,0.3575,0,Low_deviation,0,Plain,16,-0.67575,0.644,0.3575,0.0185,-0.0025,-0.006,0.00653622,Ignorable_fluctuation,7.55164e-005,Increment,2,0.5585,-0.60325,0.5695
5,BASELINE1,2013-11-01T11:32:56.000-05:00,0.745333,0.612333,0.261667,0,Low_deviation,0,Plain,17,0.745333,0.612333,0.261667,0.0206667,0.0226667,0.0483333,0.0190817,Ignorable_fluctuation,0.0161038,Increment,1,-0.145333,-0.328667,0.933,-0.600667,0.759333,-0.25,0,Low_deviation,0,Plain,17,-0.600667,0.759333,-0.25,-0.0493333,0.019,-0.0253333,0.0195407,Ignorable_fluctuation,-0.00167151,Decrement,1,0.968,-0.135333,0.211333,-0.115,0.965333,0.234,0,Low_deviation,0,Plain,17,-0.115,0.965333,0.234,0.00133333,0.009,-0.0216667,0.00783314,Ignorable_fluctuation,0.00130435,Increment,2,0.312333,0.170333,-0.934333,-0.661,0.671,0.335333,0,Low_deviation,0,Plain,17,-0.661,0.671,0.335333,0.0153333,-0.023,-0.0553333,0.0206179,Ignorable_fluctuation,0.0140817,Increment,3,0.560333,-0.603667,0.567333
5,BASELINE1,2013-11-01T11:32:57.000-05:00,0.7625,0.58325,0.2815,0,Low_deviation,0,Plain,18,0.7625,0.58325,0.2815,0.01525,0.02125,0.054,0.0200003,Ignorable_fluctuation,0.000918652,Increment,2,-0.14475,-0.32875,0.93325,-0.60125,0.7595,-0.248,0,Low_deviation,0,Plain,18,-0.60125,0.7595,-0.248,-0.056,0.015,-0.02075,0.0205252,Ignorable_fluctuation,0.000984508,Increment,1,0.96675,-0.13975,0.214,-0.11325,0.965,0.23675,0,Low_deviation,0,Plain,18,-0.11325,0.965,0.23675,0.0045,0.007,-0.01275,0.00507513,Ignorable_fluctuation,-0.00275801,Decrement,1,0.315,0.17375,-0.933,-0.68175,0.6435,0.347,0,Low_deviation,0,Plain,18,-0.68175,0.6435,0.347,0.02075,-0.004,-0.01725,0.00909288,Ignorable_fluctuation,-0.011525,Decrement,1,0.553,-0.59875,0.5795
5,BASELINE1,2013-11-01T11:32:58.000-05:00,0.749,0.604,0.270667,0,Low_deviation,0,Plain,19,0.749,0.604,0.270667,-0.009,0.0106667,0.014,0.00658937,Ignorable_fluctuation,-0.013411,Decrement,1,-0.144333,-0.326,0.934333,-0.597333,0.764,-0.243333,0,Low_deviation,0,Plain,19,-0.597333,0.764,-0.243333,-0.0696667,0.0286667,-0.022,0.0261602,Ignorable_fluctuation,0.00563502,Increment,2,0.965333,-0.149333,0.214667,-0.117333,0.965333,0.232333,0,Low_deviation,0,Plain,19,-0.117333,0.965333,0.232333,0.00833333,0.019,-0.022,0.0100799,Ignorable_fluctuation,0.0050048,Increment,1,0.315,0.172333,-0.933,-0.662667,0.662,0.348667,0,Low_deviation,0,Plain,19,-0.662667,0.662,0.348667,0.009,-0.008,-0.0116667,0.00558879,Ignorable_fluctuation,-0.0035041,Decrement,2,0.552667,-0.601333,0.576667
5,BASELINE1,2013-11-01T11:32:59.000-05:00,0.75325,0.6,0.267,0,Low_deviation,0,Plain,20,0.75325,0.6,0.267,0.0125,0.016,-0.00525,0.00699057,Ignorable_fluctuation,0.000401202,Increment,1,-0.152,-0.33225,0.93075,-0.595,0.7665,-0.24225,0,Low_deviation,0,Plain,20,-0.595,0.7665,-0.24225,-0.07,0.0435,-0.019,0.0281923,Ignorable_fluctuation,0.00203206,Increment,3,0.96225,-0.14975,0.227,-0.116,0.96425,0.238,0,Low_deviation,0,Plain,20,-0.116,0.96425,0.238,0.007,0.0105,-0.01775,0.00725957,Ignorable_fluctuation,-0.00282036,Decrement,1,0.31675,0.1685,-0.93325,-0.66675,0.64425,0.37375,0,Low_deviation,0,Plain,20,-0.66675,0.64425,0.37375,0.00825,0.0205,0.03525,0.0138679,Ignorable_fluctuation,0.00827914,Increment,1,0.5575,-0.599,0.575
5,BASELINE1,2013-11-01T11:33:00.000-05:00,0.752333,0.599333,0.271333,0,Low_deviation,0,Plain,21,0.752333,0.599333,0.271333,0.000666667,0.001,-0.00133333,0.000598352,Ignorable_fluctuation,-0.00639222,Decrement,1,-0.147,-0.324,0.934667,-0.588333,0.768333,-0.252333,0,Low_deviation,0,Plain,21,-0.588333,0.768333,-0.252333,-0.064,0.0153333,-0.0336667,0.0246409,Ignorable_fluctuation,-0.00355142,Decrement,1,0.955,-0.152667,0.253333,-0.119333,0.965667,0.231,0,Low_deviation,0,Plain,21,-0.119333,0.965667,0.231,0.00466667,0.00233333,-0.019,0.00656779,Ignorable_fluctuation,-0.000691787,Decrement,2,0.311,0.167667,-0.935333,-0.662667,0.654667,0.362667,0,Low_deviation,0,Plain,21,-0.662667,0.654667,0.362667,0.00133333,0.006,0.031,0.0105345,Ignorable_fluctuation,-0.00333345,Decrement,1,0.555667,-0.603667,0.571333
5,BASELINE1,2013-11-01T11:33:01.000-05:00,0.747,0.602333,0.279333,0,Low_deviation,0,Plain,22,0.747,0.602333,0.279333,0.001,0.00833333,0.0236667,0.00837029,Ignorable_fluctuation,0.00777194,Increment,1,-0.145667,-0.323333,0.935,-0.596,0.763667,-0.248,0,Low_deviation,0,Plain,22,-0.596,0.763667,-0.248,-0.0476667,0.00233333,-0.024,0.0178062,Ignorable_fluctuation,-0.00683465,Decrement,2,0.960667,-0.140333,0.24,-0.118667,0.964333,0.237,0,Low_deviation,0,Plain,22,-0.118667,0.964333,0.237,0.000333333,0.000666667,-0.02,0.00667129,Ignorable_fluctuation,0.000103509,Increment,1,0.324333,0.172,-0.93,-0.678333,0.638667,0.363,0,Low_deviation,0,Plain,22,-0.678333,0.638667,0.363,0.00966667,0.005,0.0113333,0.00523757,Ignorable_fluctuation,-0.00529692,Decrement,2,0.552,-0.6,0.579667
5,BASELINE1,2013-11-01T11:33:02.000-05:00,0.75575,0.5945,0.27275,0,Low_deviation,0,Plain,23,0.75575,0.5945,0.27275,0.009,0.017,0.034,0.0130213,Ignorable_fluctuation,0.00465106,Increment,2,-0.1465,-0.32925,0.933,-0.59625,0.76275,-0.25025,0,Low_deviation,0,Plain,23,-0.59625,0.76275,-0.25025,-0.063,0.0095,-0.02725,0.0230984,Ignorable_fluctuation,0.00529214,Increment,1,0.96275,-0.13875,0.23225,-0.11425,0.9655,0.23375,0,Low_deviation,0,Plain,23,-0.11425,0.9655,0.23375,0.00775,0.0085,-0.028,0.0100902,Ignorable_fluctuation,0.00341892,Increment,2,0.31575,0.1715,-0.93325,-0.6885,0.63075,0.357,0,Low_deviation,0,Plain,23,-0.6885,0.63075,0.357,0.00225,-0.00625,-0.01675,0.00600636,Ignorable_fluctuation,0.000768796,Increment,1,0.55775,-0.60225,0.571
5,BASELINE1,2013-11-01T11:33:03.000-05:00,0.764667,0.581333,0.277333,0,Low_deviation,0,Plain,24,0.764667,0.581333,0.277333,0.0276667,0.026,0.055,0.0222772,Ignorable_fluctuation,0.0092558,Increment,3,-0.143,-0.324667,0.935,-0.595333,0.763333,-0.250667,0,Low_deviation,0,Plain,24,-0.595333,0.763333,-0.250667,-0.0616667,0.0106667,-0.033,0.0235833,Ignorable_fluctuation,0.000484946,Increment,2,0.963333,-0.138667,0.229,-0.114667,0.964667,0.237,0,Low_deviation,0,Plain,24,-0.114667,0.964667,0.237,0.00666667,0.0156667,-0.0286667,0.0111139,Ignorable_fluctuation,0.00102367,Increment,3,0.321,0.17,-0.931667,-0.684667,0.635667,0.356333,0,Low_deviation,0,Plain,24,-0.684667,0.635667,0.356333,0.02,-0.002,-0.024,0.010435,Ignorable_fluctuation,0.00442862,Increment,2,0.563333,-0.599,0.569
5,BASELINE1,2013-11-01T11:33:04.000-05:00,0.74025,0.623,0.25175,0,Low_deviation,0,Plain,25,0.74025,0.623,0.25175,-0.04425,0.00075,0.00675,0.0149227,Ignorable_fluctuation,-0.00735444,Decrement,1,-0.146,-0.32175,0.93575,-0.59575,0.765,-0.245,0,Low_deviation,0,Plain,25,-0.59575,0.765,-0.245,-0.0555,-0.003,-0.03,0.0210535,Ignorable_fluctuation,-0.00252981,Decrement,1,0.9605,-0.14025,0.24,-0.11775,0.9655,0.2325,0,Low_deviation,0,Plain,25,-0.11775,0.9655,0.2325,0.00475,0.00275,-0.0255,0.00869467,Ignorable_fluctuation,-0.00241922,Decrement,1,0.30925,0.16675,-0.93625,-0.651,0.668,0.3585,0,Low_deviation,0,Plain,25,-0.651,0.668,0.3585,0.00275,0.009,0.027,0.00953102,Ignorable_fluctuation,-0.000903967,Decrement,1,0.5505,-0.6055,0.5745
5,BASELINE1,2013-11-01T11:33:05.000-05:00,0.744,0.611,0.268333,0,Low_deviation,0,Plain,26,0.744,0.611,0.268333,-0.006,0.00233333,0.006,0.00293342,Ignorable_fluctuation,-0.0119893,Decrement,2,-0.142667,-0.311333,0.939667,-0.597667,0.762667,-0.248,0,Low_deviation,0,Plain,26,-0.597667,0.762667,-0.248,-0.058,0.00966667,-0.0236667,0.0211281,Ignorable_fluctuation,7.45601e-005,Increment,1,0.960333,-0.14,0.241,-0.118667,0.964667,0.234333,0,Low_deviation,0,Plain,26,-0.118667,0.964667,0.234333,0.00533333,0.0116667,-0.015,0.00657905,Ignorable_fluctuation,-0.00211561,Decrement,2,0.312333,0.162,-0.936,-0.680333,0.642,0.352667,0,Low_deviation,0,Plain,26,-0.680333,0.642,0.352667,0.003,-0.0106667,-0.0166667,0.00667129,Ignorable_fluctuation,-0.00285972,Decrement,2,0.553,-0.603333,0.574667
5,BASELINE1,2013-11-01T11:33:06.000-05:00,0.75225,0.60575,0.257,0,Low_deviation,0,Plain,27,0.75225,0.60575,0.257,-0.02825,-0.00225,-0.02425,0.0124329,Ignorable_fluctuation,0.00949946,Increment,1,-0.145,-0.31775,0.93675,-0.603,0.75875,-0.246,0,Low_deviation,0,Plain,27,-0.603,0.75875,-0.246,-0.05475,0.01575,-0.0445,0.0240967,Ignorable_fluctuation,0.00296867,Increment,2,0.96325,-0.12775,0.2365,-0.1135,0.965,0.23625,0,Low_deviation,0,Plain,27,-0.1135,0.965,0.23625,0.00575,0.0115,-0.02175,0.00842203,Ignorable_fluctuation,0.00184297,Increment,1,0.3015,0.168,-0.9385,-0.66725,0.6485,0.3655,0,Low_deviation,0,Plain,27,-0.66725,0.6485,0.3655,0.008,0.01125,0.0275,0.0102568,Ignorable_fluctuation,0.00358548,Increment,1,0.5525,-0.60375,0.57475
